NO TES,EMAIL,NAMA,PRODI,Kesimpulan,Hasil
TES-AKD-2026-07768,rainanurai694@gmail.com,Raina Nuraini,TEKNIK LISTRIK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07769,yunitamuly310@pln.co.id,Yunita Mulyani,AKUNTANSI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07770,yunitawast235@yahoo.com,Yunita Wastuti,MANAJEMEN PROYEK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07771,wirdamayas850@pln.co.id,Wirda Mayasari,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07772,upikmustof943@yahoo.com,Upik Mustofa,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07773,karmansiho57@pln.co.id,Karman Sihombing,TEKNIK GEODESI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07774,himawannai920@outlook.com,Himawan Nainggolan,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07775,rahmiwidia174@outlook.com,Rahmi Widiastuti,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07776,halimapras765@pln.co.id,Halima Prastuti,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07777,irfansitor414@outlook.com,Irfan Sitorus,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07780,tantrihary78@yahoo.com,Tantri Haryanti,DATA SCIENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07781,salimahhar787@gmail.com,Salimah Hariyah,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07782,dariminpra210@gmail.com,Darimin Pradana,TEKNIK LISTRIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07784,mutiaagust368@pln.co.id,Mutia Agustina,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07785,limargunar650@pln.co.id,Limar Gunarto,TEKNIK PERTAMBANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07786,dirjaardia462@outlook.com,Dirja Ardianto,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07787,victorianu244@pln.co.id,Victoria Nurdiyanti,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07789,uchitaraha225@outlook.com,Uchita Rahayu,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07790,rinipuspit840@pln.co.id,Rini Puspita,MANAJEMEN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07792,zulfaoktav555@gmail.com,Zulfa Oktaviani,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07793,nadineyuni653@outlook.com,Nadine Yuniar,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07794,dirjasihot815@outlook.com,Dirja Sihotang,KOMUNIKASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07795,amizulaika363@outlook.com,Ami Zulaika,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07796,cahyonojan27@pln.co.id,Cahyono Januar,ELEKTRONIKA DAN INSTRUMENTASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07797,jayengwibo370@yahoo.com,Jayeng Wibowo,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07798,onifarida82@outlook.com,Oni Farida,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07799,agnessafit940@pln.co.id,Agnes Safitri,ELEKTRONIKA DAN INSTRUMENTASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07800,emilwibowo558@pln.co.id,Emil Wibowo,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07801,ajimatraja161@outlook.com,Ajimat Rajata,DIGITAL MARKETING DAN ANALYTICS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07802,ratihwahyu42@pln.co.id,Ratih Wahyuni,AKUNTANSI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07803,mutiasafit856@pln.co.id,Mutia Safitri,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07804,idapadmasa975@outlook.com,Ida Padmasari,MANAJEMEN ASET,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07806,ikhsanpras630@pln.co.id,Ikhsan Prasasta,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07809,salmansimb628@pln.co.id,Salman Simbolon,MANAJEMEN PROYEK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07811,balahutaga81@pln.co.id,Bala Hutagalung,TEKNIK GEODESI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07812,ghanisuryo703@outlook.com,Ghani Suryono,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07813,cawisadiwa964@pln.co.id,Cawisadi Wasita,TEKNIK MATERIAL,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07815,galaknashi435@pln.co.id,Galak Nashiruddin,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07818,tirtayasas638@outlook.com,Tirtayasa Sirait,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07819,nataliawin945@pln.co.id,Natalia Winarsih,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07820,pariskusma817@gmail.com,Paris Kusmawati,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07821,zeldahalim273@pln.co.id,Zelda Halimah,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07823,cemetifirm948@yahoo.com,Cemeti Firmansyah,PSIKOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07824,siskaharya932@yahoo.com,Siska Haryanti,MANAJEMEN PROYEK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07825,yuliahalim527@outlook.com,Yulia Halimah,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07826,gatotbudim184@yahoo.com,Gatot Budiman,SAFETY ENGINEERING,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07827,ciaobellaz581@pln.co.id,Ciaobella Zulaika,KEUANGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07829,fitriaastu255@yahoo.com,Fitria Astuti,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07830,alikanasyi884@outlook.com,Alika Nasyiah,PROGRAM STUDI LAINNYA NON TEKNIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07832,zaenabperm552@outlook.com,Zaenab Permata,PSIKOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07833,restulesta155@gmail.com,Restu Lestari,KOMUNIKASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07835,kartawibis660@gmail.com,Karta Wibisono,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07836,tiaranovit324@pln.co.id,Tiara Novitasari,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07837,puputsafit157@outlook.com,Puput Safitri,MANAJEMEN INVESTASI BANK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07838,putusaeful86@yahoo.com,Putu Saefullah,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07839,zalindrafu100@yahoo.com,Zalindra Fujiati,MATEMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07840,cengkalwid951@outlook.com,Cengkal Widodo,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07841,cakrabiraw504@gmail.com,Cakrabirawa Sirait,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07842,taniahariy883@gmail.com,Tania Hariyah,MANAJEMEN ASET,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07843,ekanuraini306@outlook.com,Eka Nuraini,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07844,pranawaman813@outlook.com,Pranawa Manullang,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07845,taliayulia301@gmail.com,Talia Yulianti,DIGITAL MARKETING DAN ANALYTICS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07846,jatiramada672@yahoo.com,Jati Ramadan,HUKUM,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07847,novipertiw246@yahoo.com,Novi Pertiwi,TEKNIK LISTRIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07849,putiwidias712@gmail.com,Puti Widiastuti,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07850,hasimhutap219@gmail.com,Hasim Hutapea,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07851,raihanhuta909@outlook.com,Raihan Hutagalung,TEKNIK PERTAMBANGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07852,umarwibowo638@outlook.com,Umar Wibowo,TEKNIK GEOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07853,carubsihot507@yahoo.com,Carub Sihotang,MATEMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07854,irnantobud305@pln.co.id,Irnanto Budiyanto,TEKNIK GEODESI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07856,umaypratam774@gmail.com,Umay Pratama,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07857,kasiyahrah661@gmail.com,Kasiyah Rahmawati,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07860,harsananaj751@outlook.com,Harsana Najmudin,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07861,elonardian306@yahoo.com,Elon Ardianto,HUKUM,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07862,lamarsapto850@outlook.com,Lamar Saptono,MANAJEMEN RISIKO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07863,harsanaard125@outlook.com,Harsana Ardianto,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07864,taniarahay924@outlook.com,Tania Rahayu,DIGITAL MARKETING DAN ANALYTICS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07865,martanadam917@gmail.com,Martana Damanik,MANAJEMEN INVESTASI BANK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07866,martakadam931@pln.co.id,Martaka Damanik,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07867,nurulyunia865@yahoo.com,Nurul Yuniar,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07868,radityakur624@yahoo.com,Raditya Kurniawan,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07870,catursirai664@yahoo.com,Catur Sirait,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07871,jasminmard499@gmail.com,Jasmin Mardhiyah,MANAJEMEN RISIKO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07872,prabowonat568@gmail.com,Prabowo Natsir,TEKNIK LISTRIK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07873,bakdanatsi627@outlook.com,Bakda Natsir,MATEMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07875,dewiusada133@yahoo.com,Dewi Usada,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07876,mursininsa766@pln.co.id,Mursinin Saptono,KEUANGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07878,tinahassan937@gmail.com,Tina Hassanah,PROGRAM STUDI LAINNYA TEKNIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07879,zulaikhasa994@gmail.com,Zulaikha Safitri,KOMUNIKASI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07880,nurulandri382@pln.co.id,Nurul Andriani,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07881,tiaralaksi868@pln.co.id,Tiara Laksita,MANAJEMEN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07882,gastiprast983@pln.co.id,Gasti Prastuti,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07883,darmajisap393@gmail.com,Darmaji Saputra,AKUNTANSI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07884,yanipermat888@yahoo.com,Yani Permata,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07886,ikhsansiho24@pln.co.id,Ikhsan Sihotang,MANAJEMEN PROYEK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07887,ginapratiw581@yahoo.com,Gina Pratiwi,MANAJEMEN INVESTASI BANK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07889,gantarhuta302@pln.co.id,Gantar Hutagalung,KOMUNIKASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07890,karmahiday531@outlook.com,Karma Hidayat,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07893,bakijansit998@outlook.com,Bakijan Situmorang,TEKNIK GEOLOGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07894,ozyfirmans95@gmail.com,Ozy Firmansyah,DATA SCIENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07895,irfanwahyu192@outlook.com,Irfan Wahyudin,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07896,zulaikhayo296@gmail.com,Zulaikha Yolanda,MANAJEMEN INVESTASI BANK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07897,bakimanmar142@gmail.com,Bakiman Maryadi,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07898,ganjaransa541@gmail.com,Ganjaran Samosir,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07899,banawawibo308@yahoo.com,Banawa Wibowo,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07901,najwayunia860@yahoo.com,Najwa Yuniar,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07902,baktiadila747@yahoo.com,Baktiadi Latupono,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07903,rahminasyi708@outlook.com,Rahmi Nasyidah,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07905,syahriniha116@outlook.com,Syahrini Hartati,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07906,jarwadisuw748@gmail.com,Jarwadi Suwarno,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07907,jelitapusp517@gmail.com,Jelita Puspasari,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07909,unjaninovi725@pln.co.id,Unjani Novitasari,HUKUM,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07911,abyasaguna272@yahoo.com,Abyasa Gunarto,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07913,cakrabuana170@gmail.com,Cakrabuana Iswahyudi,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07915,karimahhar946@outlook.com,Karimah Hartati,ADMINISTRASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07917,ikhsansara172@gmail.com,Ikhsan Saragih,TEKNIK GEOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07918,yessiusada29@pln.co.id,Yessi Usada,MANAJEMEN PROYEK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07919,kamalnashi528@outlook.com,Kamal Nashiruddin,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07921,taufanlatu568@yahoo.com,Taufan Latupono,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07923,victoriasu709@pln.co.id,Victoria Suartini,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07927,gantarnash609@pln.co.id,Gantar Nashiruddin,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07928,inahandaya814@gmail.com,Ina Handayani,TEKNIK GEODESI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07929,intanwidia730@outlook.com,Intan Widiastuti,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07932,elmayuniar601@outlook.com,Elma Yuniar,AKUNTANSI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07933,emansalahu656@pln.co.id,Eman Salahudin,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07934,yahyasihom679@pln.co.id,Yahya Sihombing,MANAJEMEN PROYEK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07935,harjasauta821@gmail.com,Harjasa Utama,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07939,galionopra206@outlook.com,Galiono Prayoga,HUKUM,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07940,wardihiday744@gmail.com,Wardi Hidayanto,TEKNIK GEODESI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07945,lalalailas383@yahoo.com,Lala Lailasari,AKUNTANSI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07947,rahmihalim57@gmail.com,Rahmi Halimah,TEKNIK GEOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07949,wisnusamos978@outlook.com,Wisnu Samosir,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07950,septihastu444@yahoo.com,Septi Hastuti,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07958,kusumamans95@gmail.com,Kusuma Mansur,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07959,damaruwais862@gmail.com,Damar Uwais,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07960,asirwandaw879@gmail.com,Asirwanda Winarno,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07962,usyinasyid972@yahoo.com,Usyi Nasyidah,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07963,saripurnaw155@outlook.com,Sari Purnawati,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07965,perkasaman436@yahoo.com,Perkasa Mandala,TEKNIK PERTAMBANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07966,yessiwidia301@gmail.com,Yessi Widiastuti,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07967,ulihartati508@yahoo.com,Uli Hartati,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07969,vickysusan892@gmail.com,Vicky Susanti,KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07970,agnesyolan421@yahoo.com,Agnes Yolanda,MANAJEMEN ASET,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07971,prayitnama97@yahoo.com,Prayitna Maulana,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07972,gandanabab587@pln.co.id,Ganda Nababan,KESELAMATAN DAN KESEHATAN KERJA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07974,bagasgunaw35@gmail.com,Bagas Gunawan,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07976,jumarisapu59@yahoo.com,Jumari Saputra,HUKUM,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07979,viktorwaca578@pln.co.id,Viktor Wacana,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07980,rosmanbudi562@yahoo.com,Rosman Budiyanto,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07981,janewastut51@outlook.com,Jane Wastuti,MANAJEMEN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07983,lantarjanu727@pln.co.id,Lantar Januar,KOMUNIKASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07984,jarwisirai279@pln.co.id,Jarwi Sirait,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07985,wulanhalim407@pln.co.id,Wulan Halimah,MANAJEMEN INVESTASI BANK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07987,dinanasyid615@outlook.com,Dina Nasyidah,HUKUM,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07989,gentalaksm80@outlook.com,Genta Laksmiwati,BIG DATA DAN BUSINESS INTELLIGENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07990,edinugroho361@gmail.com,Edi Nugroho,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07991,zeldanovit20@outlook.com,Zelda Novitasari,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-07993,ramasalahu15@yahoo.com,Rama Salahudin,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07994,yessipurwa115@outlook.com,Yessi Purwanti,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07995,amiwidiast954@pln.co.id,Ami Widiastuti,PROGRAM STUDI LAINNYA TEKNIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-07996,pujifarida466@gmail.com,Puji Farida,TEKNIK GEODESI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-08002,baktiantos618@pln.co.id,Baktianto Simbolon,ADMINISTRASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-08003,kuncarawac570@pln.co.id,Kuncara Wacana,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-08004,cindypudji455@yahoo.com,Cindy Pudjiastuti,MANAJEMEN PROYEK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-08005,kacunghida792@yahoo.com,Kacung Hidayat,ADMINISTRASI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-08006,ciciriyant571@pln.co.id,Cici Riyanti,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-08007,dinapuspit112@outlook.com,Dina Puspita,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-08008,maraswacan745@pln.co.id,Maras Wacana,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-08012,virmankusu649@pln.co.id,Virman Kusumo,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-08013,karimahpra440@yahoo.com,Karimah Prastuti,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-08014,rudipraset163@pln.co.id,Rudi Prasetya,HUKUM,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-08016,cahyonohab307@pln.co.id,Cahyono Habibi,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-08017,candrawask769@outlook.com,Candra Waskita,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-08018,darmanhali968@yahoo.com,Darman Halim,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-08020,eriktamba786@pln.co.id,Erik Tamba,KOMUNIKASI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-08021,mariawidia172@yahoo.com,Maria Widiastuti,BIG DATA DAN BUSINESS INTELLIGENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-08022,almirautam41@yahoo.com,Almira Utami,MATEMATIKA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-08023,anitahassa989@pln.co.id,Anita Hassanah,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-08024,tasnimwina539@pln.co.id,Tasnim Winarno,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-08025,halimahast417@pln.co.id,Halima Hastuti,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-08026,yaniaryani76@outlook.com,Yani Aryani,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-08028,kalatamba462@outlook.com,Kala Tamba,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-08029,hildahastu524@pln.co.id,Hilda Hastuti,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-08031,yuniutami747@gmail.com,Yuni Utami,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-08032,hasnanasyi909@gmail.com,Hasna Nasyiah,TEKNIK PERTAMBANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
