NO TES,EMAIL,NAMA,PRODI,KATEGORI,ABSTRACT_REASONING,VERBAL_REASONING,NUMERICAL_REASONING,TOTAL
TES-AKD-2026-07827,ciaobellaz581@pln.co.id,Ciaobella Zulaika,KEUANGAN,I,3,5,8,16
TES-AKD-2026-07828,aslijansin206@yahoo.com,Aslijan Sinaga,MANAJEMEN,II,5,6,3,14
TES-AKD-2026-07829,fitriaastu255@yahoo.com,Fitria Astuti,TEKNIK KIMIA,I,8,5,5,18
TES-AKD-2026-07830,alikanasyi884@outlook.com,Alika Nasyiah,PROGRAM STUDI LAINNYA NON TEKNIK,I,6,9,7,22
TES-AKD-2026-07831,alikaandri709@outlook.com,Alika Andriani,TEKNIK INDUSTRI,II,9,7,7,23
TES-AKD-2026-07832,zaenabperm552@outlook.com,Zaenab Permata,PSIKOLOGI,I,8,6,5,19
TES-AKD-2026-07833,restulesta155@gmail.com,Restu Lestari,KOMUNIKASI,I,7,10,7,24
TES-AKD-2026-07834,ilsamandas329@outlook.com,Ilsa Mandasari,MANAJEMEN,II,8,8,5,21
TES-AKD-2026-07835,kartawibis660@gmail.com,Karta Wibisono,SUPPLY CHAIN MANAGEMENT,I,7,8,5,20
TES-AKD-2026-07836,tiaranovit324@pln.co.id,Tiara Novitasari,TEKNIK INDUSTRI,I,5,7,8,20
TES-AKD-2026-07837,puputsafit157@outlook.com,Puput Safitri,MANAJEMEN INVESTASI BANK,I,7,5,4,16
TES-AKD-2026-07838,putusaeful86@yahoo.com,Putu Saefullah,TEKNIK SIPIL,I,7,8,8,23
TES-AKD-2026-07839,zalindrafu100@yahoo.com,Zalindra Fujiati,MATEMATIKA,I,8,5,8,21
TES-AKD-2026-07840,cengkalwid951@outlook.com,Cengkal Widodo,MANAJEMEN BISNIS,I,6,7,5,18
TES-AKD-2026-07841,cakrabiraw504@gmail.com,Cakrabirawa Sirait,TEKNIK INDUSTRI,I,6,5,7,18
TES-AKD-2026-07842,taniahariy883@gmail.com,Tania Hariyah,MANAJEMEN ASET,I,6,10,6,22
TES-AKD-2026-07843,ekanuraini306@outlook.com,Eka Nuraini,MANAJEMEN PEMASARAN,I,7,7,7,21
TES-AKD-2026-07844,pranawaman813@outlook.com,Pranawa Manullang,PUBLIC POLICY,I,7,7,6,20
TES-AKD-2026-07845,taliayulia301@gmail.com,Talia Yulianti,DIGITAL MARKETING DAN ANALYTICS,I,7,5,7,19
TES-AKD-2026-07846,jatiramada672@yahoo.com,Jati Ramadan,HUKUM,I,4,7,6,17
TES-AKD-2026-07847,novipertiw246@yahoo.com,Novi Pertiwi,TEKNIK LISTRIK,I,10,8,6,24
TES-AKD-2026-07848,vivilaksit552@outlook.com,Vivi Laksita,PUBLIC POLICY,II,7,5,5,17
TES-AKD-2026-07849,putiwidias712@gmail.com,Puti Widiastuti,TEKNIK LINGKUNGAN,I,10,5,5,20
TES-AKD-2026-07850,hasimhutap219@gmail.com,Hasim Hutapea,TEKNIK LINGKUNGAN,I,7,6,7,20
TES-AKD-2026-07851,raihanhuta909@outlook.com,Raihan Hutagalung,TEKNIK PERTAMBANGAN,I,7,4,5,16
TES-AKD-2026-07852,umarwibowo638@outlook.com,Umar Wibowo,TEKNIK GEOLOGI,I,9,6,7,22
TES-AKD-2026-07853,carubsihot507@yahoo.com,Carub Sihotang,MATEMATIKA,I,7,8,7,22
TES-AKD-2026-07854,irnantobud305@pln.co.id,Irnanto Budiyanto,TEKNIK GEODESI,I,6,7,5,18
TES-AKD-2026-07855,malautami425@pln.co.id,Mala Utami,MANAJEMEN BISNIS,II,3,9,7,19
TES-AKD-2026-07856,umaypratam774@gmail.com,Umay Pratama,SUPPLY CHAIN MANAGEMENT,I,4,8,5,17
TES-AKD-2026-07857,kasiyahrah661@gmail.com,Kasiyah Rahmawati,TEKNIK INFORMATIKA,I,9,7,9,25
TES-AKD-2026-07858,kenesprano464@outlook.com,Kenes Pranowo,TEKNIK SIPIL,III,5,5,10,20
TES-AKD-2026-07859,elisahalim913@pln.co.id,Elisa Halimah,TEKNIK KIMIA,II,5,6,9,20
TES-AKD-2026-07860,harsananaj751@outlook.com,Harsana Najmudin,ADMINISTRASI BISNIS,I,7,6,3,16
TES-AKD-2026-07861,elonardian306@yahoo.com,Elon Ardianto,HUKUM,I,4,7,6,17
TES-AKD-2026-07862,lamarsapto850@outlook.com,Lamar Saptono,MANAJEMEN RISIKO,I,10,6,7,23
TES-AKD-2026-07863,harsanaard125@outlook.com,Harsana Ardianto,ADMINISTRASI BISNIS,I,7,9,7,23
TES-AKD-2026-07864,taniarahay924@outlook.com,Tania Rahayu,DIGITAL MARKETING DAN ANALYTICS,I,6,6,9,21
TES-AKD-2026-07865,martanadam917@gmail.com,Martana Damanik,MANAJEMEN INVESTASI BANK,I,4,10,8,22
TES-AKD-2026-07866,martakadam931@pln.co.id,Martaka Damanik,MANAJEMEN BISNIS,I,6,6,3,15
TES-AKD-2026-07867,nurulyunia865@yahoo.com,Nurul Yuniar,TEKNIK INDUSTRI,I,8,4,5,17
TES-AKD-2026-07868,radityakur624@yahoo.com,Raditya Kurniawan,TEKNIK INFORMATIKA,I,5,6,4,15
TES-AKD-2026-07869,humairazul374@gmail.com,Humaira Zulaika,SUPPLY CHAIN MANAGEMENT,II,4,6,3,13
TES-AKD-2026-07870,catursirai664@yahoo.com,Catur Sirait,SUPPLY CHAIN MANAGEMENT,I,5,8,7,20
TES-AKD-2026-07871,jasminmard499@gmail.com,Jasmin Mardhiyah,MANAJEMEN RISIKO,I,5,5,6,16
TES-AKD-2026-07872,prabowonat568@gmail.com,Prabowo Natsir,TEKNIK LISTRIK,I,8,7,8,23
TES-AKD-2026-07873,bakdanatsi627@outlook.com,Bakda Natsir,MATEMATIKA,I,7,5,9,21
TES-AKD-2026-07874,wadisamosi345@yahoo.com,Wadi Samosir,MANAJEMEN INVESTASI BANK,II,4,4,4,12
TES-AKD-2026-07875,dewiusada133@yahoo.com,Dewi Usada,MANAJEMEN BISNIS,I,5,9,7,21
TES-AKD-2026-07876,mursininsa766@pln.co.id,Mursinin Saptono,KEUANGAN,I,8,8,6,22
TES-AKD-2026-07877,raisaastut435@gmail.com,Raisa Astuti,TEKNIK INDUSTRI,II,7,6,8,21
TES-AKD-2026-07878,tinahassan937@gmail.com,Tina Hassanah,PROGRAM STUDI LAINNYA TEKNIK,I,7,6,9,22
TES-AKD-2026-07879,zulaikhasa994@gmail.com,Zulaikha Safitri,KOMUNIKASI,I,6,6,5,17
TES-AKD-2026-07880,nurulandri382@pln.co.id,Nurul Andriani,TEKNIK SIPIL,I,7,7,5,19
TES-AKD-2026-07881,tiaralaksi868@pln.co.id,Tiara Laksita,MANAJEMEN,I,4,7,7,18
TES-AKD-2026-07882,gastiprast983@pln.co.id,Gasti Prastuti,TEKNIK INFORMATIKA,I,6,7,7,20
TES-AKD-2026-07883,darmajisap393@gmail.com,Darmaji Saputra,AKUNTANSI,I,5,8,7,20
TES-AKD-2026-07884,yanipermat888@yahoo.com,Yani Permata,PUBLIC POLICY,I,8,10,5,23
TES-AKD-2026-07885,yahyamangu435@gmail.com,Yahya Mangunsong,MATEMATIKA,III,7,5,6,18
TES-AKD-2026-07886,ikhsansiho24@pln.co.id,Ikhsan Sihotang,MANAJEMEN PROYEK,I,4,6,5,15
TES-AKD-2026-07887,ginapratiw581@yahoo.com,Gina Pratiwi,MANAJEMEN INVESTASI BANK,I,5,7,6,18
TES-AKD-2026-07888,harsantowa865@yahoo.com,Harsanto Waluyo,ADMINISTRASI BISNIS,II,6,5,5,16
TES-AKD-2026-07889,gantarhuta302@pln.co.id,Gantar Hutagalung,KOMUNIKASI,I,7,7,7,21
TES-AKD-2026-07890,karmahiday531@outlook.com,Karma Hidayat,SUPPLY CHAIN MANAGEMENT,I,6,9,6,21
TES-AKD-2026-07891,rinisafitr492@outlook.com,Rini Safitri,AKUNTANSI,III,7,7,4,18
TES-AKD-2026-07892,rizkiramad944@outlook.com,Rizki Ramadan,KOMUNIKASI,II,6,8,2,16
TES-AKD-2026-07893,bakijansit998@outlook.com,Bakijan Situmorang,TEKNIK GEOLOGI,I,7,5,9,21
TES-AKD-2026-07894,ozyfirmans95@gmail.com,Ozy Firmansyah,DATA SCIENCE,I,10,5,9,24
TES-AKD-2026-07895,irfanwahyu192@outlook.com,Irfan Wahyudin,MANAJEMEN,I,6,10,10,26
TES-AKD-2026-07896,zulaikhayo296@gmail.com,Zulaikha Yolanda,MANAJEMEN INVESTASI BANK,I,6,7,6,19
TES-AKD-2026-07897,bakimanmar142@gmail.com,Bakiman Maryadi,TEKNIK INFORMATIKA,I,7,8,6,21
TES-AKD-2026-07898,ganjaransa541@gmail.com,Ganjaran Samosir,TEKNIK BIOENERGI,I,7,7,9,23
TES-AKD-2026-07899,banawawibo308@yahoo.com,Banawa Wibowo,TEKNIK SIPIL,I,7,4,6,17
TES-AKD-2026-07900,cinthialak771@yahoo.com,Cinthia Laksmiwati,TEKNIK ELEKTRO,II,7,7,7,21
TES-AKD-2026-07901,najwayunia860@yahoo.com,Najwa Yuniar,TEKNIK INDUSTRI,I,6,7,9,22
TES-AKD-2026-07902,baktiadila747@yahoo.com,Baktiadi Latupono,ADMINISTRASI BISNIS,I,7,8,5,20
TES-AKD-2026-07903,rahminasyi708@outlook.com,Rahmi Nasyidah,MANAJEMEN KEUANGAN,I,3,9,4,16
TES-AKD-2026-07904,betaniawah537@outlook.com,Betania Wahyuni,TEKNIK BIOENERGI,III,7,7,7,21
TES-AKD-2026-07905,syahriniha116@outlook.com,Syahrini Hartati,TEKNIK MESIN,I,8,3,6,17
TES-AKD-2026-07906,jarwadisuw748@gmail.com,Jarwadi Suwarno,TEKNIK INFORMATIKA,I,8,5,9,22
TES-AKD-2026-07907,jelitapusp517@gmail.com,Jelita Puspasari,TEKNIK BIOENERGI,I,9,7,9,25
TES-AKD-2026-07908,lailarahma680@pln.co.id,Laila Rahmawati,KONVERSI ENERGI,II,5,8,5,18
TES-AKD-2026-07909,unjaninovi725@pln.co.id,Unjani Novitasari,HUKUM,I,7,4,4,15
TES-AKD-2026-07910,farhunnisa319@outlook.com,Farhunnisa Suryatmi,MANAJEMEN BISNIS,II,5,6,8,19
TES-AKD-2026-07911,abyasaguna272@yahoo.com,Abyasa Gunarto,TEKNIK ELEKTRO,I,9,8,8,25
TES-AKD-2026-07912,eminiswahy822@gmail.com,Emin Iswahyudi,DATA SCIENCE,II,8,5,6,19
TES-AKD-2026-07913,cakrabuana170@gmail.com,Cakrabuana Iswahyudi,AKUNTANSI,I,4,8,7,19
TES-AKD-2026-07914,titinnasyi92@gmail.com,Titin Nasyidah,MANAJEMEN KEUANGAN,III,6,7,6,19
TES-AKD-2026-07915,karimahhar946@outlook.com,Karimah Hartati,ADMINISTRASI,I,4,7,9,20
TES-AKD-2026-07916,catursitor444@yahoo.com,Catur Sitorus,SUPPLY CHAIN MANAGEMENT,II,7,6,9,22
TES-AKD-2026-07917,ikhsansara172@gmail.com,Ikhsan Saragih,TEKNIK GEOLOGI,I,6,7,7,20
TES-AKD-2026-07918,yessiusada29@pln.co.id,Yessi Usada,MANAJEMEN PROYEK,I,6,6,7,19
TES-AKD-2026-07919,kamalnashi528@outlook.com,Kamal Nashiruddin,ADMINISTRASI BISNIS,I,5,9,7,21
TES-AKD-2026-07920,ellazulaik481@yahoo.com,Ella Zulaika,MANAJEMEN PEMASARAN,III,5,7,6,18
TES-AKD-2026-07921,taufanlatu568@yahoo.com,Taufan Latupono,TEKNIK INFORMATIKA,I,10,8,6,24
TES-AKD-2026-07922,rikamaryat669@gmail.com,Rika Maryati,TEKNIK GEOLOGI,II,8,5,10,23
TES-AKD-2026-07923,victoriasu709@pln.co.id,Victoria Suartini,SUPPLY CHAIN MANAGEMENT,I,6,5,4,15
TES-AKD-2026-07924,harjawasit242@gmail.com,Harja Wasita,TEKNIK KIMIA,II,9,6,6,21
TES-AKD-2026-07925,claralaksi710@pln.co.id,Clara Laksita,TEKNIK BIOENERGI,II,6,8,7,21
TES-AKD-2026-07926,daniswarah589@outlook.com,Daniswara Hardiansyah,PUBLIC POLICY,II,4,7,5,16
TES-AKD-2026-07927,gantarnash609@pln.co.id,Gantar Nashiruddin,AKUNTANSI,I,6,4,5,15
TES-AKD-2026-07928,inahandaya814@gmail.com,Ina Handayani,TEKNIK GEODESI,I,8,3,9,20
TES-AKD-2026-07929,intanwidia730@outlook.com,Intan Widiastuti,AKUNTANSI,I,6,8,7,21
TES-AKD-2026-07930,danuhakim765@outlook.com,Danu Hakim,KEUANGAN,II,6,6,6,18
TES-AKD-2026-07931,warsawaski28@pln.co.id,Warsa Waskita,MANAJEMEN PROYEK,II,7,10,7,24
TES-AKD-2026-07932,elmayuniar601@outlook.com,Elma Yuniar,AKUNTANSI,I,9,5,9,23
TES-AKD-2026-07933,emansalahu656@pln.co.id,Eman Salahudin,AKUNTANSI,I,5,4,5,14
TES-AKD-2026-07934,yahyasihom679@pln.co.id,Yahya Sihombing,MANAJEMEN PROYEK,I,4,7,6,17
TES-AKD-2026-07935,harjasauta821@gmail.com,Harjasa Utama,TEKNIK SIPIL,I,7,8,9,24
TES-AKD-2026-07936,waluyorama91@outlook.com,Waluyo Ramadan,TEKNIK KIMIA,II,8,10,6,24
TES-AKD-2026-07937,cahyasihom921@yahoo.com,Cahya Sihombing,ADMINISTRASI BISNIS,II,4,9,8,21
TES-AKD-2026-07938,kiandraokt848@yahoo.com,Kiandra Oktaviani,TEKNIK BIOENERGI,II,8,4,4,16
TES-AKD-2026-07939,galionopra206@outlook.com,Galiono Prayoga,HUKUM,I,7,6,7,20
TES-AKD-2026-07940,wardihiday744@gmail.com,Wardi Hidayanto,TEKNIK GEODESI,I,8,8,8,24
TES-AKD-2026-07941,lasmonosim812@outlook.com,Lasmono Simbolon,TEKNIK ELEKTRO,II,8,9,6,23
TES-AKD-2026-07942,alikafarid409@pln.co.id,Alika Farida,ENERGI BARU TERBARUKAN,III,4,3,5,12
TES-AKD-2026-07943,slamethard934@outlook.com,Slamet Hardiansyah,TEKNIK SIPIL,III,8,6,7,21
TES-AKD-2026-07944,setyawaski873@pln.co.id,Setya Waskita,MANAJEMEN PROYEK,II,8,8,6,22
TES-AKD-2026-07945,lalalailas383@yahoo.com,Lala Lailasari,AKUNTANSI,I,5,8,6,19
TES-AKD-2026-07946,ichayuniar886@outlook.com,Icha Yuniar,MANAJEMEN KEUANGAN,II,4,7,4,15
TES-AKD-2026-07947,rahmihalim57@gmail.com,Rahmi Halimah,TEKNIK GEOLOGI,I,10,2,8,20
TES-AKD-2026-07948,belindasus75@outlook.com,Belinda Susanti,TEKNIK ELEKTRO,II,9,7,10,26
TES-AKD-2026-07949,wisnusamos978@outlook.com,Wisnu Samosir,TEKNIK INDUSTRI,I,5,6,7,18
TES-AKD-2026-07950,septihastu444@yahoo.com,Septi Hastuti,TEKNIK ELEKTRO,I,9,6,6,21
TES-AKD-2026-07951,elvinawija516@yahoo.com,Elvina Wijayanti,TEKNIK GEODESI,II,9,5,7,21
TES-AKD-2026-07952,paulinsusa138@outlook.com,Paulin Susanti,ENERGI BARU TERBARUKAN,II,5,7,6,18
TES-AKD-2026-07953,anaastuti634@gmail.com,Ana Astuti,AKUNTANSI,III,5,6,7,18
TES-AKD-2026-07954,ozyrajata588@pln.co.id,Ozy Rajata,TEKNIK INFORMATIKA,II,9,5,6,20
TES-AKD-2026-07955,nasimprada423@outlook.com,Nasim Pradana,PROGRAM STUDI LAINNYA NON TEKNIK,III,8,4,9,21
TES-AKD-2026-07956,karnadaman96@pln.co.id,Karna Damanik,AKUNTANSI,II,4,5,3,12
TES-AKD-2026-07957,marsitoraj530@gmail.com,Marsito Rajasa,MANAJEMEN PEMASARAN,II,7,7,7,21
TES-AKD-2026-07958,kusumamans95@gmail.com,Kusuma Mansur,PUBLIC POLICY,I,6,5,7,18
TES-AKD-2026-07959,damaruwais862@gmail.com,Damar Uwais,SUPPLY CHAIN MANAGEMENT,I,7,4,7,18
TES-AKD-2026-07960,asirwandaw879@gmail.com,Asirwanda Winarno,TEKNIK SIPIL,I,6,4,9,19
TES-AKD-2026-07961,asirwadanu691@yahoo.com,Asirwada Nugroho,TEKNIK INDUSTRI,II,10,8,7,25
TES-AKD-2026-07962,usyinasyid972@yahoo.com,Usyi Nasyidah,TEKNIK MESIN,I,5,3,5,13
TES-AKD-2026-07963,saripurnaw155@outlook.com,Sari Purnawati,TEKNIK MESIN,I,7,5,8,20
TES-AKD-2026-07964,jessicausa988@gmail.com,Jessica Usada,DIGITAL MARKETING DAN ANALYTICS,III,4,4,4,12
TES-AKD-2026-07965,perkasaman436@yahoo.com,Perkasa Mandala,TEKNIK PERTAMBANGAN,I,6,7,7,20
TES-AKD-2026-07966,yessiwidia301@gmail.com,Yessi Widiastuti,TEKNIK LINGKUNGAN,I,7,7,9,23
TES-AKD-2026-07967,ulihartati508@yahoo.com,Uli Hartati,TEKNIK KIMIA,I,5,7,6,18
TES-AKD-2026-07968,umiaryani420@pln.co.id,Umi Aryani,KOMUNIKASI,II,7,7,6,20
TES-AKD-2026-07969,vickysusan892@gmail.com,Vicky Susanti,KEUANGAN,I,5,5,5,15
TES-AKD-2026-07970,agnesyolan421@yahoo.com,Agnes Yolanda,MANAJEMEN ASET,I,6,9,1,16
TES-AKD-2026-07971,prayitnama97@yahoo.com,Prayitna Maulana,AKUNTANSI,I,7,5,5,17
TES-AKD-2026-07972,gandanabab587@pln.co.id,Ganda Nababan,KESELAMATAN DAN KESEHATAN KERJA,I,6,6,2,14
TES-AKD-2026-07973,dewirahayu18@yahoo.com,Dewi Rahayu,TEKNIK BIOENERGI,II,8,7,8,23
TES-AKD-2026-07974,bagasgunaw35@gmail.com,Bagas Gunawan,TEKNIK BIOENERGI,I,6,6,8,20
TES-AKD-2026-07975,rachelpudj802@pln.co.id,Rachel Pudjiastuti,PSIKOLOGI,II,7,4,5,16
TES-AKD-2026-07976,jumarisapu59@yahoo.com,Jumari Saputra,HUKUM,I,6,9,5,20
TES-AKD-2026-07977,jabalperma784@gmail.com,Jabal Permadi,TEKNIK INFORMATIKA,II,8,6,8,22
TES-AKD-2026-07979,viktorwaca578@pln.co.id,Viktor Wacana,MANAJEMEN BISNIS,I,5,5,4,14
TES-AKD-2026-07980,rosmanbudi562@yahoo.com,Rosman Budiyanto,TEKNIK ELEKTRO,I,8,7,9,24
TES-AKD-2026-07981,janewastut51@outlook.com,Jane Wastuti,MANAJEMEN,I,6,7,7,20
TES-AKD-2026-07982,kaylasuart156@gmail.com,Kayla Suartini,MANAJEMEN PROYEK,II,7,8,6,21
TES-AKD-2026-07983,lantarjanu727@pln.co.id,Lantar Januar,KOMUNIKASI,I,5,8,7,20
TES-AKD-2026-07984,jarwisirai279@pln.co.id,Jarwi Sirait,TEKNIK INDUSTRI,I,7,9,7,23
TES-AKD-2026-07985,wulanhalim407@pln.co.id,Wulan Halimah,MANAJEMEN INVESTASI BANK,I,7,8,8,23
TES-AKD-2026-07986,sariyoland710@pln.co.id,Sari Yolanda,ENERGI BARU TERBARUKAN,II,6,6,5,17
TES-AKD-2026-07987,dinanasyid615@outlook.com,Dina Nasyidah,HUKUM,I,8,8,4,20
TES-AKD-2026-07988,gabriellap990@yahoo.com,Gabriella Pratiwi,TEKNIK KIMIA,II,8,6,7,21
TES-AKD-2026-07989,gentalaksm80@outlook.com,Genta Laksmiwati,BIG DATA DAN BUSINESS INTELLIGENCE,I,10,6,7,23
TES-AKD-2026-07990,edinugroho361@gmail.com,Edi Nugroho,TEKNIK MESIN,I,9,6,9,24
TES-AKD-2026-07991,zeldanovit20@outlook.com,Zelda Novitasari,MANAJEMEN BISNIS,I,5,10,6,21
TES-AKD-2026-07992,asmanhalim297@gmail.com,Asman Halim,TEKNIK GEOLOGI,II,6,5,8,19
TES-AKD-2026-07993,ramasalahu15@yahoo.com,Rama Salahudin,TEKNIK ELEKTRO,I,7,7,7,21
TES-AKD-2026-07994,yessipurwa115@outlook.com,Yessi Purwanti,TEKNIK ELEKTRO,I,6,4,7,17
TES-AKD-2026-07995,amiwidiast954@pln.co.id,Ami Widiastuti,PROGRAM STUDI LAINNYA TEKNIK,I,7,6,8,21
TES-AKD-2026-07996,pujifarida466@gmail.com,Puji Farida,TEKNIK GEODESI,I,7,4,8,19
TES-AKD-2026-07997,fathonahan136@yahoo.com,Fathonah Anggraini,PROGRAM STUDI LAINNYA NON TEKNIK,II,10,8,7,25
TES-AKD-2026-07998,lanjarjanu249@gmail.com,Lanjar Januar,MANAJEMEN BISNIS,II,5,8,6,19
TES-AKD-2026-07999,dimasjanua620@pln.co.id,Dimas Januar,ADMINISTRASI BISNIS,II,8,7,6,21
TES-AKD-2026-08000,irmanovita674@gmail.com,Irma Novitasari,MANAJEMEN,III,3,7,6,16
TES-AKD-2026-08001,malamelani247@outlook.com,Mala Melani,ENERGI BARU TERBARUKAN,II,7,6,7,20
TES-AKD-2026-08002,baktiantos618@pln.co.id,Baktianto Simbolon,ADMINISTRASI,I,5,8,6,19
TES-AKD-2026-08003,kuncarawac570@pln.co.id,Kuncara Wacana,TEKNIK ELEKTRO,I,7,6,7,20
TES-AKD-2026-08004,cindypudji455@yahoo.com,Cindy Pudjiastuti,MANAJEMEN PROYEK,I,6,7,6,19
TES-AKD-2026-08005,kacunghida792@yahoo.com,Kacung Hidayat,ADMINISTRASI,I,5,7,7,19
TES-AKD-2026-08006,ciciriyant571@pln.co.id,Cici Riyanti,TEKNIK ELEKTRO,I,7,6,9,22
TES-AKD-2026-08007,dinapuspit112@outlook.com,Dina Puspita,TEKNIK KIMIA,I,10,2,4,16
TES-AKD-2026-08008,maraswacan745@pln.co.id,Maras Wacana,TEKNIK ELEKTRO,I,6,9,8,23
TES-AKD-2026-08009,novausamah938@outlook.com,Nova Usamah,TEKNIK INDUSTRI,II,7,6,8,21
TES-AKD-2026-08010,alikaprati700@gmail.com,Alika Pratiwi,SUPPLY CHAIN MANAGEMENT,II,7,9,8,24
TES-AKD-2026-08011,emasanggri986@yahoo.com,Emas Anggriawan,MANAJEMEN KEUANGAN,II,9,9,5,23
TES-AKD-2026-08012,virmankusu649@pln.co.id,Virman Kusumo,TEKNIK MESIN,I,9,6,8,23
TES-AKD-2026-08013,karimahpra440@yahoo.com,Karimah Prastuti,TEKNIK INFORMATIKA,I,6,5,8,19
TES-AKD-2026-08014,rudipraset163@pln.co.id,Rudi Prasetya,HUKUM,I,6,5,5,16
TES-AKD-2026-08015,artantomeg51@gmail.com,Artanto Megantara,MANAJEMEN,II,6,7,5,18
TES-AKD-2026-08016,cahyonohab307@pln.co.id,Cahyono Habibi,ADMINISTRASI BISNIS,I,8,7,5,20
TES-AKD-2026-08017,candrawask769@outlook.com,Candra Waskita,TEKNIK MESIN,I,7,6,8,21
TES-AKD-2026-08018,darmanhali968@yahoo.com,Darman Halim,ADMINISTRASI BISNIS,I,8,6,7,21
TES-AKD-2026-08019,hanisusant523@gmail.com,Hani Susanti,SUPPLY CHAIN MANAGEMENT,III,8,4,8,20
TES-AKD-2026-08020,eriktamba786@pln.co.id,Erik Tamba,KOMUNIKASI,I,7,8,9,24
TES-AKD-2026-08021,mariawidia172@yahoo.com,Maria Widiastuti,BIG DATA DAN BUSINESS INTELLIGENCE,I,9,5,8,22
TES-AKD-2026-08022,almirautam41@yahoo.com,Almira Utami,MATEMATIKA,I,8,5,8,21
TES-AKD-2026-08023,anitahassa989@pln.co.id,Anita Hassanah,ADMINISTRASI BISNIS,I,4,6,6,16
TES-AKD-2026-08024,tasnimwina539@pln.co.id,Tasnim Winarno,TEKNIK BIOENERGI,I,9,6,8,23
TES-AKD-2026-08025,halimahast417@pln.co.id,Halima Hastuti,TEKNIK LINGKUNGAN,I,8,5,10,23
TES-AKD-2026-08026,yaniaryani76@outlook.com,Yani Aryani,ADMINISTRASI BISNIS,I,5,6,7,18
TES-AKD-2026-08027,lalamaryat962@yahoo.com,Lala Maryati,ADMINISTRASI BISNIS,II,9,7,4,20
TES-AKD-2026-08028,kalatamba462@outlook.com,Kala Tamba,TEKNIK ELEKTRO,I,9,6,5,20
TES-AKD-2026-08029,hildahastu524@pln.co.id,Hilda Hastuti,TEKNIK INDUSTRI,I,9,6,9,24
TES-AKD-2026-08030,zulfalaksm211@outlook.com,Zulfa Laksmiwati,TEKNIK MATERIAL,III,7,5,8,20
TES-AKD-2026-08031,yuniutami747@gmail.com,Yuni Utami,MANAJEMEN BISNIS,I,7,9,7,23
TES-AKD-2026-08032,hasnanasyi909@gmail.com,Hasna Nasyiah,TEKNIK PERTAMBANGAN,I,7,7,7,21
TES-AKD-2026-08033,julikuswan714@outlook.com,Juli Kuswandari,HUKUM,II,4,10,6,20
TES-AKD-2026-08034,safinapurn518@gmail.com,Safina Purnawati,TEKNIK BIOENERGI,I,7,8,9,24
TES-AKD-2026-08035,rahayuprat568@pln.co.id,Rahayu Pratiwi,AKUNTANSI,II,9,6,4,19
TES-AKD-2026-08036,rachelwast314@pln.co.id,Rachel Wastuti,MANAJEMEN PROYEK,II,5,8,7,20
TES-AKD-2026-08037,taufannugr478@yahoo.com,Taufan Nugroho,ADMINISTRASI,I,7,9,6,22
TES-AKD-2026-08038,tinapurnaw789@yahoo.com,Tina Purnawati,HUKUM,I,4,8,5,17
TES-AKD-2026-08039,gawatimand685@yahoo.com,Gawati Mandasari,AKUNTANSI,I,6,5,1,12
TES-AKD-2026-08040,amaliaangg144@pln.co.id,Amalia Anggraini,TEKNIK INFORMATIKA,I,3,9,7,19
TES-AKD-2026-08041,rusmanhaki278@yahoo.com,Rusman Hakim,MANAJEMEN PROYEK,I,9,8,4,21
TES-AKD-2026-08042,fathonahpa49@gmail.com,Fathonah Padmasari,SUPPLY CHAIN MANAGEMENT,I,5,7,5,17
TES-AKD-2026-08043,raisanasyi608@gmail.com,Raisa Nasyiah,TEKNIK ELEKTRO,I,7,6,6,19
TES-AKD-2026-08044,janearyani574@pln.co.id,Jane Aryani,DATA SCIENCE,I,7,9,8,24
TES-AKD-2026-08045,michellear519@pln.co.id,Michelle Aryani,KEUANGAN,II,6,6,7,19
TES-AKD-2026-08046,karimanpra174@yahoo.com,Kariman Pradipta,MANAJEMEN INVESTASI BANK,II,6,9,5,20
TES-AKD-2026-08047,almirayuli367@outlook.com,Almira Yuliarti,DIGITAL MARKETING DAN ANALYTICS,I,8,5,6,19
TES-AKD-2026-08048,kurniabudi913@gmail.com,Kurnia Budiyanto,PROGRAM STUDI LAINNYA TEKNIK,I,10,5,9,24
TES-AKD-2026-08049,lailasurya118@outlook.com,Laila Suryatmi,AKUNTANSI,I,6,5,5,16
TES-AKD-2026-08050,tirapurnaw582@yahoo.com,Tira Purnawati,TEKNIK INDUSTRI,I,7,7,8,22
TES-AKD-2026-08051,elisusanti929@yahoo.com,Eli Susanti,TEKNIK MATERIAL,I,7,4,5,16
TES-AKD-2026-08052,siskaandri20@gmail.com,Siska Andriani,TEKNIK PERTAMBANGAN,I,7,4,8,19
TES-AKD-2026-08053,yunitamaya25@gmail.com,Yunita Mayasari,MANAJEMEN PROYEK,I,6,8,6,20
TES-AKD-2026-08054,jagapatima708@yahoo.com,Jagapati Maryadi,TEKNIK ELEKTRO,II,9,6,9,24
TES-AKD-2026-08055,halimarahm191@pln.co.id,Halima Rahmawati,KESELAMATAN DAN KESEHATAN KERJA,II,7,5,5,17
TES-AKD-2026-08056,sitilailas661@gmail.com,Siti Lailasari,MANAJEMEN BISNIS,I,6,5,5,16
TES-AKD-2026-08057,ciaobellas554@outlook.com,Ciaobella Suryatmi,TEKNIK ELEKTRO,II,7,6,8,21
TES-AKD-2026-08058,silviamela400@yahoo.com,Silvia Melani,SAFETY ENGINEERING,I,10,5,7,22
