NO TES,EMAIL,NAMA,PRODI,Ak Jawaban Benar,Ak Jawaban Salah,Ak Jawaban Kosong,Ak Skor,En Jawaban Benar,En Jawaban Salah,En Jawaban Kosong,En Skor,TOTAL SKOR AKDING
TES-AKD-2026-08155,mahesabudi925@gmail.com,Mahesa Budiyanto,HUKUM,23,24,3,68,25,20,5,80,148
TES-AKD-2026-08156,aswanijail955@yahoo.com,Aswani Jailani,SUPPLY CHAIN MANAGEMENT,34,15,1,121,31,19,0,105,226
TES-AKD-2026-08157,darsirahla53@outlook.com,Darsirah Latupono,PROGRAM STUDI LAINNYA TEKNIK,31,19,0,105,34,16,0,120,225
TES-AKD-2026-08158,vickyharya181@gmail.com,Vicky Haryanti,TEKNIK INFORMATIKA,35,10,5,130,39,9,2,147,277
TES-AKD-2026-08159,marassiman759@pln.co.id,Maras Simanjuntak,HUKUM,40,8,2,152,36,13,1,131,283
TES-AKD-2026-08160,zalindrayu880@pln.co.id,Zalindra Yuniar,SUPPLY CHAIN MANAGEMENT,27,18,5,90,33,17,0,115,205
TES-AKD-2026-08161,laswisuryo878@outlook.com,Laswi Suryono,KONVERSI ENERGI,39,6,5,150,38,9,3,143,293
TES-AKD-2026-08162,leosiregar209@pln.co.id,Leo Siregar,AKUNTANSI,26,22,2,82,24,21,5,75,157
TES-AKD-2026-08163,calistamar311@gmail.com,Calista Maryati,TEKNIK GEOLOGI,37,8,5,140,38,9,3,143,283
TES-AKD-2026-08164,zelayasudi582@outlook.com,Zelaya Sudiati,PROGRAM STUDI LAINNYA TEKNIK,22,27,1,61,25,20,5,80,141
TES-AKD-2026-08165,kacungmary452@pln.co.id,Kacung Maryadi,TEKNIK KIMIA,29,16,5,100,33,12,5,120,220
TES-AKD-2026-08166,nadiamarya834@outlook.com,Nadia Maryati,PUBLIC POLICY,20,25,5,55,14,32,4,24,79
TES-AKD-2026-08167,kaylapurwa708@outlook.com,Kayla Purwanti,MANAJEMEN PROYEK,19,29,2,47,47,0,3,188,235
TES-AKD-2026-08168,juliaoktav103@gmail.com,Julia Oktaviani,MANAJEMEN KEUANGAN,32,15,3,113,43,3,4,169,282
TES-AKD-2026-08169,gastiastut364@yahoo.com,Gasti Astuti,TEKNIK KIMIA,37,9,4,139,22,28,0,60,199
TES-AKD-2026-08170,yaniwinars796@outlook.com,Yani Winarsih,TEKNIK BIOENERGI,40,5,5,155,47,3,0,185,340
TES-AKD-2026-08171,galarhalim252@gmail.com,Galar Halim,MANAJEMEN INVESTASI BANK,31,17,2,107,34,14,2,122,229
TES-AKD-2026-08172,yahyasapto581@outlook.com,Yahya Saptono,KEUANGAN,29,16,5,100,29,18,3,98,198
TES-AKD-2026-08173,salsabilaa584@gmail.com,Salsabila Aryani,DATA SCIENCE,40,10,0,150,25,25,0,75,225
TES-AKD-2026-08174,gabriellay219@gmail.com,Gabriella Yolanda,MANAJEMEN INVESTASI BANK,30,18,2,102,21,28,1,56,158
TES-AKD-2026-08175,donosantos233@outlook.com,Dono Santoso,ADMINISTRASI,32,14,4,114,33,17,0,115,229
TES-AKD-2026-08176,amaliasuar476@outlook.com,Amalia Suartini,TEKNIK BIOENERGI,33,13,4,119,36,10,4,134,253
TES-AKD-2026-08177,taliautami933@pln.co.id,Talia Utami,ADMINISTRASI BISNIS,33,13,4,119,32,18,0,110,229
TES-AKD-2026-08178,johanmegan459@gmail.com,Johan Megantara,TEKNIK ELEKTRO,24,21,5,75,33,13,4,119,194
TES-AKD-2026-08179,tasdiksiho104@outlook.com,Tasdik Sihombing,TEKNIK ELEKTRO,35,11,4,129,38,10,2,142,271
TES-AKD-2026-08180,putriyulia907@gmail.com,Putri Yuliarti,TEKNIK BIOENERGI,28,22,0,90,32,16,2,112,202
TES-AKD-2026-08181,nrimasalah555@outlook.com,Nrima Salahudin,TEKNIK MESIN,28,22,0,90,40,5,5,155,245
TES-AKD-2026-08182,ikayuniar387@gmail.com,Ika Yuniar,KONVERSI ENERGI,22,27,1,61,39,6,5,150,211
TES-AKD-2026-08183,yessiwidia186@outlook.com,Yessi Widiastuti,MANAJEMEN ASET,32,16,2,112,36,10,4,134,246
TES-AKD-2026-08184,bakidinsap764@outlook.com,Bakidin Saptono,TEKNIK ELEKTRO,27,19,4,89,26,22,2,82,171
TES-AKD-2026-08185,ekakusmawa680@gmail.com,Eka Kusmawati,HUKUM,32,15,3,113,32,15,3,113,226
TES-AKD-2026-08186,nadianasyi204@yahoo.com,Nadia Nasyidah,PROGRAM STUDI LAINNYA TEKNIK,31,16,3,108,28,17,5,95,203
TES-AKD-2026-08187,edisonnaba465@pln.co.id,Edison Nababan,TEKNIK SIPIL,33,15,2,117,39,7,4,149,266
TES-AKD-2026-08188,olivarahay803@pln.co.id,Oliva Rahayu,DATA SCIENCE,41,5,4,159,24,25,1,71,230
TES-AKD-2026-08189,chelseasur364@pln.co.id,Chelsea Suryatmi,MANAJEMEN BISNIS,33,16,1,116,36,9,5,135,251
TES-AKD-2026-08190,danujasitu980@gmail.com,Danuja Situmorang,ENERGI BARU TERBARUKAN,27,19,4,89,30,19,1,101,190
TES-AKD-2026-08191,deviwijaya418@outlook.com,Devi Wijayanti,AKUNTANSI,28,22,0,90,23,22,5,70,160
TES-AKD-2026-08192,narjiwijay735@gmail.com,Narji Wijaya,MANAJEMEN,20,26,4,54,31,19,0,105,159
TES-AKD-2026-08193,rafimanull433@outlook.com,Rafi Manullang,TEKNIK LINGKUNGAN,29,17,4,99,34,12,4,124,223
TES-AKD-2026-08194,silviapusp113@pln.co.id,Silvia Puspita,MANAJEMEN BISNIS,27,22,1,86,29,21,0,95,181
TES-AKD-2026-08195,wawanmahes72@outlook.com,Wawan Maheswara,BIG DATA DAN BUSINESS INTELLIGENCE,38,12,0,140,32,17,1,111,251
TES-AKD-2026-08196,anitanovit851@outlook.com,Anita Novitasari,PUBLIC POLICY,22,26,2,62,34,14,2,122,184
TES-AKD-2026-08197,hanaprastu852@gmail.com,Hana Prastuti,MATEMATIKA,23,22,5,70,23,23,4,69,139
TES-AKD-2026-08198,taufiksito84@gmail.com,Taufik Sitorus,SUPPLY CHAIN MANAGEMENT,33,16,1,116,35,13,2,127,243
TES-AKD-2026-08199,kamilaperm249@outlook.com,Kamila Permata,TEKNIK ELEKTRO,43,5,2,167,22,23,5,65,232
TES-AKD-2026-08200,gamblangha85@gmail.com,Gamblang Halim,BIG DATA DAN BUSINESS INTELLIGENCE,31,17,2,107,34,13,3,123,230
TES-AKD-2026-08201,tiaraperti473@outlook.com,Tiara Pertiwi,DATA SCIENCE,36,9,5,135,37,8,5,140,275
TES-AKD-2026-08202,gawatihart219@yahoo.com,Gawati Hartati,DATA SCIENCE,31,17,2,107,41,9,0,155,262
TES-AKD-2026-08203,pangeransi480@gmail.com,Pangeran Siregar,TEKNIK KIMIA,35,13,2,127,39,6,5,150,277
TES-AKD-2026-08204,utamakusum990@gmail.com,Utama Kusumo,PSIKOLOGI,26,19,5,85,37,9,4,139,224
TES-AKD-2026-08205,banawasala31@yahoo.com,Banawa Salahudin,KOMUNIKASI,35,13,2,127,41,9,0,155,282
TES-AKD-2026-08206,almiramary20@yahoo.com,Almira Maryati,MANAJEMEN,22,28,0,60,40,5,5,155,215
TES-AKD-2026-08207,alikarahay799@yahoo.com,Alika Rahayu,TEKNIK INFORMATIKA,28,20,2,92,35,12,3,128,220
TES-AKD-2026-08208,galihhiday255@pln.co.id,Galih Hidayat,MANAJEMEN BISNIS,25,21,4,79,38,7,5,145,224
TES-AKD-2026-08209,nataliapra589@pln.co.id,Natalia Prastuti,MANAJEMEN,37,13,0,135,23,27,0,65,200
TES-AKD-2026-08210,malaprastu244@yahoo.com,Mala Prastuti,TEKNIK ELEKTRO,38,11,1,141,21,29,0,55,196
TES-AKD-2026-08211,azaleaagus809@pln.co.id,Azalea Agustina,DATA SCIENCE,38,12,0,140,33,15,2,117,257
TES-AKD-2026-08212,eluhtariho653@pln.co.id,Eluh Tarihoran,KOMUNIKASI,33,14,3,118,16,29,5,35,153
TES-AKD-2026-08213,gantarwaca409@outlook.com,Gantar Wacana,KESELAMATAN DAN KESEHATAN KERJA,21,24,5,60,29,21,0,95,155
TES-AKD-2026-08214,wakimannai984@outlook.com,Wakiman Nainggolan,TEKNIK INFORMATIKA,47,0,3,188,22,26,2,62,250
TES-AKD-2026-08215,rezamustof98@outlook.com,Reza Mustofa,MATEMATIKA,33,16,1,116,30,20,0,100,216
TES-AKD-2026-08216,nasimlatup625@pln.co.id,Nasim Latupono,SUPPLY CHAIN MANAGEMENT,26,23,1,81,23,24,3,68,149
TES-AKD-2026-08217,hasnasafit832@pln.co.id,Hasna Safitri,TEKNIK GEOLOGI,33,14,3,118,36,10,4,134,252
TES-AKD-2026-08218,galangprad163@outlook.com,Galang Pradipta,TEKNIK GEODESI,45,0,5,180,27,23,0,85,265
TES-AKD-2026-08219,anitawahyu198@pln.co.id,Anita Wahyuni,TEKNIK INDUSTRI,44,3,3,173,33,12,5,120,293
TES-AKD-2026-08220,lintangmel761@pln.co.id,Lintang Melani,SAFETY ENGINEERING,38,10,2,142,42,3,5,165,307
TES-AKD-2026-08221,gatramansu101@yahoo.com,Gatra Mansur,SUPPLY CHAIN MANAGEMENT,29,21,0,95,24,21,5,75,170
TES-AKD-2026-08222,puputwulan993@pln.co.id,Puput Wulandari,MANAJEMEN PEMASARAN,26,21,3,83,36,9,5,135,218
TES-AKD-2026-08223,opungmangu297@gmail.com,Opung Mangunsong,HUKUM,30,15,5,105,37,12,1,136,241
TES-AKD-2026-08224,kaylanovit707@yahoo.com,Kayla Novitasari,MANAJEMEN PROYEK,23,22,5,70,26,22,2,82,152
TES-AKD-2026-08225,rainawidia868@yahoo.com,Raina Widiastuti,TEKNIK LISTRIK,40,9,1,151,28,21,1,91,242
TES-AKD-2026-08226,ganjaranna165@gmail.com,Ganjaran Natsir,MANAJEMEN,36,9,5,135,30,19,1,101,236
TES-AKD-2026-08227,donodamani899@outlook.com,Dono Damanik,TEKNIK MESIN,33,14,3,118,31,14,5,110,228
TES-AKD-2026-08228,tirtayasam739@yahoo.com,Tirtayasa Mahendra,SUPPLY CHAIN MANAGEMENT,29,20,1,96,27,19,4,89,185
TES-AKD-2026-08229,samsuljail93@gmail.com,Samsul Jailani,ADMINISTRASI BISNIS,28,19,3,93,33,16,1,116,209
TES-AKD-2026-08230,harjakusum870@pln.co.id,Harja Kusumo,AKUNTANSI,37,12,1,136,31,17,2,107,243
TES-AKD-2026-08231,zamirawina130@gmail.com,Zamira Winarsih,TEKNIK INFORMATIKA,33,17,0,115,34,16,0,120,235
TES-AKD-2026-08232,clarasudia400@gmail.com,Clara Sudiati,TEKNIK ELEKTRO,28,20,2,92,32,17,1,111,203
TES-AKD-2026-08233,citrahanda138@yahoo.com,Citra Handayani,KOMUNIKASI,33,12,5,120,25,23,2,77,197
TES-AKD-2026-08234,jonobudima772@gmail.com,Jono Budiman,TEKNIK BIOENERGI,36,9,5,135,17,30,3,38,173
TES-AKD-2026-08235,malikapert103@gmail.com,Malika Pertiwi,MANAJEMEN KEUANGAN,29,16,5,100,23,24,3,68,168
TES-AKD-2026-08236,lalamulyan446@outlook.com,Lala Mulyani,MANAJEMEN BISNIS,36,12,2,132,41,8,1,156,288
TES-AKD-2026-08237,makarazulk291@gmail.com,Makara Zulkarnain,MANAJEMEN PROYEK,16,29,5,35,32,17,1,111,146
TES-AKD-2026-08238,jamaliawas684@outlook.com,Jamalia Wastuti,TEKNIK KIMIA,24,22,4,74,28,18,4,94,168
TES-AKD-2026-08239,atmajapras90@outlook.com,Atmaja Prasetyo,MANAJEMEN,26,22,2,82,29,20,1,96,178
TES-AKD-2026-08240,gatralazua700@outlook.com,Gatra Lazuardi,MANAJEMEN PROYEK,29,18,3,98,31,15,4,109,207
TES-AKD-2026-08241,vegafirman686@pln.co.id,Vega Firmansyah,TEKNIK BIOENERGI,42,4,4,164,20,29,1,51,215
TES-AKD-2026-08242,kartikarah904@pln.co.id,Kartika Rahmawati,TEKNIK GEODESI,36,10,4,134,34,16,0,120,254
TES-AKD-2026-08243,shaniamuly361@gmail.com,Shania Mulyani,TEKNIK SIPIL,36,14,0,130,37,13,0,135,265
TES-AKD-2026-08244,amongnabab316@gmail.com,Among Nababan,ENERGI BARU TERBARUKAN,27,22,1,86,30,20,0,100,186
TES-AKD-2026-08245,dinahasana864@pln.co.id,Dina Hasanah,TEKNIK PERTAMBANGAN,45,2,3,178,23,27,0,65,243
TES-AKD-2026-08246,fitrianiha192@gmail.com,Fitriani Handayani,TEKNIK KIMIA,25,20,5,80,34,14,2,122,202
TES-AKD-2026-08247,elvinawina27@yahoo.com,Elvina Winarsih,TEKNIK INDUSTRI,29,17,4,99,35,13,2,127,226
TES-AKD-2026-08248,hanaharyan519@gmail.com,Hana Haryanti,TEKNIK INDUSTRI,37,8,5,140,42,6,2,162,302
TES-AKD-2026-08249,karimahrah589@outlook.com,Karimah Rahmawati,PUBLIC POLICY,32,14,4,114,23,25,2,67,181
TES-AKD-2026-08250,diahhariya221@pln.co.id,Diah Hariyah,ADMINISTRASI BISNIS,26,20,4,84,43,3,4,169,253
TES-AKD-2026-08251,gandewawah477@outlook.com,Gandewa Wahyudin,TEKNIK LISTRIK,34,13,3,123,37,9,4,139,262
TES-AKD-2026-08252,silviasusa36@outlook.com,Silvia Susanti,AKUNTANSI,29,21,0,95,27,20,3,88,183
TES-AKD-2026-08253,hamimalaks939@gmail.com,Hamima Laksita,ADMINISTRASI BISNIS,30,16,4,104,34,13,3,123,227
TES-AKD-2026-08254,jessicamul169@pln.co.id,Jessica Mulyani,PROGRAM STUDI LAINNYA NON TEKNIK,36,13,1,131,27,20,3,88,219
TES-AKD-2026-08255,samiahwija189@outlook.com,Samiah Wijayanti,MANAJEMEN BISNIS,33,16,1,116,41,7,2,157,273
TES-AKD-2026-08256,uchitamuly56@outlook.com,Uchita Mulyani,AKUNTANSI,30,20,0,100,17,33,0,35,135
TES-AKD-2026-08257,ayuastuti475@pln.co.id,Ayu Astuti,TEKNIK BIOENERGI,20,28,2,52,39,9,2,147,199
TES-AKD-2026-08258,prabowodon12@outlook.com,Prabowo Dongoran,TEKNIK MESIN,36,14,0,130,31,14,5,110,240
TES-AKD-2026-08259,kiandrahar991@gmail.com,Kiandra Haryanti,SUPPLY CHAIN MANAGEMENT,22,24,4,64,37,9,4,139,203
TES-AKD-2026-08260,lalanasyia42@yahoo.com,Lala Nasyiah,AKUNTANSI,32,17,1,111,34,15,1,121,232
TES-AKD-2026-08261,corneliaku780@pln.co.id,Cornelia Kuswandari,TEKNIK ELEKTRO,33,13,4,119,19,26,5,50,169
TES-AKD-2026-08262,hasnanamag345@yahoo.com,Hasna Namaga,TEKNIK ELEKTRO,34,11,5,125,40,9,1,151,276
TES-AKD-2026-08263,prabowohab613@gmail.com,Prabowo Habibi,DATA SCIENCE,39,8,3,148,36,11,3,133,281
TES-AKD-2026-08264,irianahari972@gmail.com,Iriana Hariyah,TEKNIK MESIN,35,11,4,129,21,25,4,59,188
TES-AKD-2026-08265,luwesnugro740@gmail.com,Luwes Nugroho,TEKNIK MESIN,28,19,3,93,32,16,2,112,205
TES-AKD-2026-08266,ghanilatup67@gmail.com,Ghani Latupono,MANAJEMEN INVESTASI BANK,34,15,1,121,32,18,0,110,231
TES-AKD-2026-08267,fitrianinu789@gmail.com,Fitriani Nurdiyanti,TEKNIK MESIN,39,10,1,146,20,30,0,50,196
TES-AKD-2026-08268,septilesta491@yahoo.com,Septi Lestari,TEKNIK MESIN,35,11,4,129,31,15,4,109,238
TES-AKD-2026-08269,mutiasafit349@gmail.com,Mutia Safitri,TEKNIK MESIN,28,20,2,92,33,14,3,118,210
TES-AKD-2026-08270,oskarsuwar357@gmail.com,Oskar Suwarno,DIGITAL MARKETING DAN ANALYTICS,21,25,4,59,28,21,1,91,150
TES-AKD-2026-08271,usmanutama121@pln.co.id,Usman Utama,TEKNIK LISTRIK,35,14,1,126,21,28,1,56,182
TES-AKD-2026-08272,raisarahma110@outlook.com,Raisa Rahmawati,MANAJEMEN,22,24,4,64,31,19,0,105,169
TES-AKD-2026-08273,elmanamaga348@outlook.com,Elma Namaga,SAFETY ENGINEERING,37,10,3,138,36,13,1,131,269
TES-AKD-2026-08274,melindamay225@gmail.com,Melinda Mayasari,SAFETY ENGINEERING,33,16,1,116,26,23,1,81,197
TES-AKD-2026-08275,ekopermadi623@gmail.com,Eko Permadi,ENERGI BARU TERBARUKAN,19,30,1,46,36,14,0,130,176
TES-AKD-2026-08276,irianapadm189@yahoo.com,Iriana Padmasari,PROGRAM STUDI LAINNYA TEKNIK,41,6,3,158,26,21,3,83,241
TES-AKD-2026-08277,septinasyi224@pln.co.id,Septi Nasyiah,ENERGI BARU TERBARUKAN,25,21,4,79,28,22,0,90,169
TES-AKD-2026-08278,johansalah141@outlook.com,Johan Salahudin,PUBLIC POLICY,23,27,0,65,13,35,2,17,82
TES-AKD-2026-08279,bagasramad683@pln.co.id,Bagas Ramadan,MANAJEMEN PROYEK,30,18,2,102,39,7,4,149,251
TES-AKD-2026-08280,wulanwijay637@gmail.com,Wulan Wijayanti,TEKNIK ELEKTRO,27,23,0,85,19,29,2,47,132
TES-AKD-2026-08281,mayapuspit153@yahoo.com,Maya Puspita,TEKNIK SIPIL,40,5,5,155,21,25,4,59,214
TES-AKD-2026-08282,usyinamaga274@pln.co.id,Usyi Namaga,AKUNTANSI,22,26,2,62,23,25,2,67,129
TES-AKD-2026-08283,gantarprad99@gmail.com,Gantar Pradipta,AKUNTANSI,35,13,2,127,36,10,4,134,261
TES-AKD-2026-08284,zamirarahi875@pln.co.id,Zamira Rahimah,ADMINISTRASI BISNIS,19,30,1,46,25,23,2,77,123
TES-AKD-2026-08285,najibwibow101@outlook.com,Najib Wibowo,ADMINISTRASI BISNIS,28,18,4,94,35,11,4,129,223
TES-AKD-2026-08286,auroramard901@gmail.com,Aurora Mardhiyah,PROGRAM STUDI LAINNYA NON TEKNIK,41,6,3,158,42,4,4,164,322
TES-AKD-2026-08287,iraoktavia224@yahoo.com,Ira Oktaviani,TEKNIK LISTRIK,40,8,2,152,46,2,2,182,334
TES-AKD-2026-08288,malamaryat509@outlook.com,Mala Maryati,TEKNIK LINGKUNGAN,41,9,0,155,44,6,0,170,325
TES-AKD-2026-08289,harsanaman879@pln.co.id,Harsana Mansur,TEKNIK GEODESI,36,14,0,130,29,20,1,96,226
TES-AKD-2026-08290,larasprast298@yahoo.com,Laras Prastuti,MANAJEMEN KEUANGAN,31,18,1,106,38,10,2,142,248
TES-AKD-2026-08291,lililaksit465@yahoo.com,Lili Laksita,TEKNIK SIPIL,39,7,4,149,26,20,4,84,233
TES-AKD-2026-08292,kasiyahpal339@pln.co.id,Kasiyah Palastri,TEKNIK ELEKTRO,41,5,4,159,32,18,0,110,269
TES-AKD-2026-08293,latifputra929@gmail.com,Latif Putra,MANAJEMEN PROYEK,27,19,4,89,24,24,2,72,161
TES-AKD-2026-08294,keziayolan109@yahoo.com,Kezia Yolanda,ELEKTRONIKA DAN INSTRUMENTASI,33,17,0,115,29,20,1,96,211
TES-AKD-2026-08295,mariadizul280@yahoo.com,Mariadi Zulkarnain,MANAJEMEN PEMASARAN,23,27,0,65,38,8,4,144,209
TES-AKD-2026-08296,diahnurain423@pln.co.id,Diah Nuraini,MANAJEMEN PEMASARAN,37,12,1,136,29,18,3,98,234
TES-AKD-2026-08297,milayulian190@outlook.com,Mila Yulianti,TEKNIK LINGKUNGAN,29,18,3,98,17,33,0,35,133
TES-AKD-2026-08298,juliaprast253@gmail.com,Julia Prastuti,SUPPLY CHAIN MANAGEMENT,27,23,0,85,28,20,2,92,177
TES-AKD-2026-08299,olgawibowo605@outlook.com,Olga Wibowo,MANAJEMEN,39,7,4,149,35,14,1,126,275
TES-AKD-2026-08300,elliskusma362@yahoo.com,Ellis Kusmawati,HUKUM,25,24,1,76,21,25,4,59,135
TES-AKD-2026-08301,gangsarraj621@pln.co.id,Gangsar Rajata,TEKNIK BIOENERGI,35,14,1,126,32,17,1,111,237
TES-AKD-2026-08302,janetastut307@gmail.com,Janet Astuti,AKUNTANSI,32,17,1,111,30,19,1,101,212
TES-AKD-2026-08303,sabrinasus453@pln.co.id,Sabrina Susanti,MANAJEMEN,25,21,4,79,29,19,2,97,176
TES-AKD-2026-08304,ekasalahud310@yahoo.com,Eka Salahudin,MANAJEMEN PEMASARAN,35,15,0,125,30,16,4,104,229
TES-AKD-2026-08305,ciciwahyun881@gmail.com,Cici Wahyuni,TEKNIK MATERIAL,36,12,2,132,36,9,5,135,267
TES-AKD-2026-08306,eliyuniar548@gmail.com,Eli Yuniar,SUPPLY CHAIN MANAGEMENT,19,30,1,46,31,14,5,110,156
TES-AKD-2026-08307,jayengsito592@gmail.com,Jayeng Sitompul,PROGRAM STUDI LAINNYA TEKNIK,29,16,5,100,33,13,4,119,219
TES-AKD-2026-08308,pariskusma726@gmail.com,Paris Kusmawati,MANAJEMEN,32,17,1,111,24,26,0,70,181
TES-AKD-2026-08309,gadangsiho757@yahoo.com,Gadang Sihombing,MANAJEMEN KEUANGAN,29,17,4,99,32,13,5,115,214
TES-AKD-2026-08310,janetusama402@pln.co.id,Janet Usamah,KOMUNIKASI,36,13,1,131,26,21,3,83,214
TES-AKD-2026-08311,zeldalaila41@yahoo.com,Zelda Lailasari,TEKNIK ELEKTRO,24,25,1,71,32,17,1,111,182
TES-AKD-2026-08312,jamaliapad478@pln.co.id,Jamalia Padmasari,MANAJEMEN,32,17,1,111,19,30,1,46,157
TES-AKD-2026-08313,yogaanggri101@outlook.com,Yoga Anggriawan,MANAJEMEN,45,0,5,180,44,1,5,175,355
TES-AKD-2026-08314,omandamani575@gmail.com,Oman Damanik,TEKNIK BIOENERGI,31,19,0,105,37,12,1,136,241
TES-AKD-2026-08315,taswirrama109@gmail.com,Taswir Ramadan,MANAJEMEN,37,10,3,138,19,29,2,47,185
TES-AKD-2026-08316,rahmirahay474@outlook.com,Rahmi Rahayu,AKUNTANSI,31,16,3,108,29,18,3,98,206
TES-AKD-2026-08317,abyasapras521@outlook.com,Abyasa Prasetyo,TEKNIK BIOENERGI,27,18,5,90,27,18,5,90,180
TES-AKD-2026-08318,patriciame399@pln.co.id,Patricia Melani,PROGRAM STUDI LAINNYA TEKNIK,29,16,5,100,39,10,1,146,246
TES-AKD-2026-08319,sarahhasan674@yahoo.com,Sarah Hasanah,TEKNIK SIPIL,31,18,1,106,32,15,3,113,219
TES-AKD-2026-08320,mahfudwask158@outlook.com,Mahfud Waskita,BIG DATA DAN BUSINESS INTELLIGENCE,25,25,0,75,27,20,3,88,163
TES-AKD-2026-08321,luweswasit187@pln.co.id,Luwes Wasita,TEKNIK GEODESI,30,19,1,101,17,32,1,36,137
TES-AKD-2026-08322,puspaandri521@gmail.com,Puspa Andriani,PROGRAM STUDI LAINNYA TEKNIK,35,14,1,126,29,19,2,97,223
TES-AKD-2026-08323,aninasyida969@yahoo.com,Ani Nasyidah,TEKNIK SIPIL,31,18,1,106,33,17,0,115,221
TES-AKD-2026-08324,kamariawij151@pln.co.id,Kamaria Wijayanti,PROGRAM STUDI LAINNYA TEKNIK,27,21,2,87,16,31,3,33,120
TES-AKD-2026-08325,larasmardh683@yahoo.com,Laras Mardhiyah,TEKNIK SIPIL,35,12,3,128,35,11,4,129,257
TES-AKD-2026-08326,sucinamaga150@yahoo.com,Suci Namaga,TEKNIK GEODESI,32,18,0,110,30,18,2,102,212
TES-AKD-2026-08327,bakionosit656@yahoo.com,Bakiono Sitompul,ADMINISTRASI BISNIS,32,17,1,111,33,16,1,116,227
TES-AKD-2026-08328,malikawula178@yahoo.com,Malika Wulandari,BIG DATA DAN BUSINESS INTELLIGENCE,33,12,5,120,28,17,5,95,215
TES-AKD-2026-08329,gabriellah123@yahoo.com,Gabriella Hariyah,TEKNIK KIMIA,30,19,1,101,27,20,3,88,189
TES-AKD-2026-08330,tedimustof356@yahoo.com,Tedi Mustofa,TEKNIK ELEKTRO,18,28,4,44,26,21,3,83,127
TES-AKD-2026-08331,kemalprayo968@gmail.com,Kemal Prayoga,TEKNIK INDUSTRI,29,20,1,96,25,21,4,79,175
TES-AKD-2026-08332,indahzulai186@gmail.com,Indah Zulaika,TEKNIK INFORMATIKA,38,7,5,145,42,7,1,161,306
TES-AKD-2026-08333,vanyazulai434@outlook.com,Vanya Zulaika,TEKNIK LISTRIK,42,5,3,163,24,25,1,71,234
TES-AKD-2026-08334,agnesmelan811@pln.co.id,Agnes Melani,SUPPLY CHAIN MANAGEMENT,32,13,5,115,35,15,0,125,240
TES-AKD-2026-08335,entengmarp237@yahoo.com,Enteng Marpaung,HUKUM,36,10,4,134,23,24,3,68,202
TES-AKD-2026-08336,kartaprayo332@yahoo.com,Karta Prayoga,PROGRAM STUDI LAINNYA NON TEKNIK,23,26,1,66,28,18,4,94,160
TES-AKD-2026-08337,ibraniardi282@yahoo.com,Ibrani Ardianto,KONVERSI ENERGI,24,21,5,75,23,24,3,68,143
TES-AKD-2026-08338,gandianggr602@yahoo.com,Gandi Anggriawan,TEKNIK LISTRIK,41,6,3,158,39,7,4,149,307
TES-AKD-2026-08339,sarahhanda52@gmail.com,Sarah Handayani,MANAJEMEN,25,20,5,80,22,28,0,60,140
TES-AKD-2026-08340,adesitumor545@outlook.com,Ade Situmorang,TEKNIK ELEKTRO,26,20,4,84,22,28,0,60,144
TES-AKD-2026-08341,mahfudprad470@gmail.com,Mahfud Pradipta,DIGITAL MARKETING DAN ANALYTICS,27,22,1,86,19,26,5,50,136
TES-AKD-2026-08342,artasimbol314@pln.co.id,Arta Simbolon,MANAJEMEN BISNIS,28,20,2,92,43,2,5,170,262
TES-AKD-2026-08343,putriwidia53@yahoo.com,Putri Widiastuti,TEKNIK INFORMATIKA,42,7,1,161,34,12,4,124,285
TES-AKD-2026-08344,zaenabutam545@gmail.com,Zaenab Utami,BIG DATA DAN BUSINESS INTELLIGENCE,40,6,4,154,33,12,5,120,274
TES-AKD-2026-08345,rahmannash569@pln.co.id,Rahman Nashiruddin,PUBLIC POLICY,22,28,0,60,31,16,3,108,168
TES-AKD-2026-08346,bambangraj188@pln.co.id,Bambang Rajata,TEKNIK ELEKTRO,37,8,5,140,41,9,0,155,295
TES-AKD-2026-08347,tantrinovi374@outlook.com,Tantri Novitasari,MANAJEMEN RISIKO,23,27,0,65,36,11,3,133,198
TES-AKD-2026-08348,estionosir326@pln.co.id,Estiono Siregar,TEKNIK ELEKTRO,21,26,3,58,27,21,2,87,145
TES-AKD-2026-08349,hendribudi534@outlook.com,Hendri Budiman,TEKNIK MESIN,45,2,3,178,23,23,4,69,247
TES-AKD-2026-08350,anitaastut685@pln.co.id,Anita Astuti,TEKNIK ELEKTRO,19,29,2,47,23,24,3,68,115
TES-AKD-2026-08351,lintanghas694@yahoo.com,Lintang Hasanah,DATA SCIENCE,27,20,3,88,35,11,4,129,217
TES-AKD-2026-08352,ajengusada720@outlook.com,Ajeng Usada,AKUNTANSI,22,25,3,63,26,24,0,80,143
TES-AKD-2026-08353,kiandranov335@outlook.com,Kiandra Novitasari,MANAJEMEN PROYEK,34,12,4,124,29,20,1,96,220
TES-AKD-2026-08354,patriciasa882@pln.co.id,Patricia Safitri,TEKNIK LISTRIK,35,14,1,126,23,26,1,66,192
TES-AKD-2026-08355,kiandralak229@yahoo.com,Kiandra Laksmiwati,MANAJEMEN,19,31,0,45,28,21,1,91,136
TES-AKD-2026-08356,carakahida797@gmail.com,Caraka Hidayanto,TEKNIK BIOENERGI,31,19,0,105,32,16,2,112,217
TES-AKD-2026-08357,elisautami227@gmail.com,Elisa Utami,KONVERSI ENERGI,23,26,1,66,20,29,1,51,117
