NO TES,EMAIL,NAMA,PRODI,SKOR,REKOMENDASI,HASIL
TES-AKD-2026-07747,anipalastr801@gmail.com,Ani Palastri,ENERGI BARU TERBARUKAN,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-07750,sitihassan22@outlook.com,Siti Hassanah,DATA SCIENCE,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-07751,jamaliaokt58@yahoo.com,Jamalia Oktaviani,MATEMATIKA,22,DISARANKAN,LOLOS
TES-AKD-2026-07752,alambanaha35@pln.co.id,Alambana Habibi,PSIKOLOGI,24,DISARANKAN,LOLOS
TES-AKD-2026-07755,zulaikhaas128@pln.co.id,Zulaikha Astuti,PUBLIC POLICY,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-07756,karimahyun570@gmail.com,Karimah Yuniar,PUBLIC POLICY,24,DISARANKAN,LOLOS
TES-AKD-2026-07767,alikasurya447@outlook.com,Alika Suryatmi,TEKNIK INDUSTRI,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-07768,rainanurai694@gmail.com,Raina Nuraini,TEKNIK LISTRIK,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-07769,yunitamuly310@pln.co.id,Yunita Mulyani,AKUNTANSI,30,DISARANKAN,LOLOS
TES-AKD-2026-07771,wirdamayas850@pln.co.id,Wirda Mayasari,TEKNIK INFORMATIKA,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-07772,upikmustof943@yahoo.com,Upik Mustofa,TEKNIK MESIN,25,DISARANKAN,LOLOS
TES-AKD-2026-07776,halimapras765@pln.co.id,Halima Prastuti,ENERGI BARU TERBARUKAN,24,DISARANKAN,LOLOS
TES-AKD-2026-07784,mutiaagust368@pln.co.id,Mutia Agustina,ENERGI BARU TERBARUKAN,23,DISARANKAN,LOLOS
TES-AKD-2026-07790,rinipuspit840@pln.co.id,Rini Puspita,MANAJEMEN,23,DISARANKAN,LOLOS
TES-AKD-2026-07801,ajimatraja161@outlook.com,Ajimat Rajata,DIGITAL MARKETING DAN ANALYTICS,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-07802,ratihwahyu42@pln.co.id,Ratih Wahyuni,AKUNTANSI,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-07806,ikhsanpras630@pln.co.id,Ikhsan Prasasta,ENERGI BARU TERBARUKAN,23,DISARANKAN,LOLOS
TES-AKD-2026-07813,cawisadiwa964@pln.co.id,Cawisadi Wasita,TEKNIK MATERIAL,25,DISARANKAN,LOLOS
TES-AKD-2026-07815,galaknashi435@pln.co.id,Galak Nashiruddin,MANAJEMEN PEMASARAN,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-07818,tirtayasas638@outlook.com,Tirtayasa Sirait,MANAJEMEN PEMASARAN,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-07824,siskaharya932@yahoo.com,Siska Haryanti,MANAJEMEN PROYEK,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-07827,ciaobellaz581@pln.co.id,Ciaobella Zulaika,KEUANGAN,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-07835,kartawibis660@gmail.com,Karta Wibisono,SUPPLY CHAIN MANAGEMENT,27,DISARANKAN,LOLOS
TES-AKD-2026-07836,tiaranovit324@pln.co.id,Tiara Novitasari,TEKNIK INDUSTRI,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-07838,putusaeful86@yahoo.com,Putu Saefullah,TEKNIK SIPIL,24,DISARANKAN,LOLOS
TES-AKD-2026-07844,pranawaman813@outlook.com,Pranawa Manullang,PUBLIC POLICY,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-07846,jatiramada672@yahoo.com,Jati Ramadan,HUKUM,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-07850,hasimhutap219@gmail.com,Hasim Hutapea,TEKNIK LINGKUNGAN,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-07851,raihanhuta909@outlook.com,Raihan Hutagalung,TEKNIK PERTAMBANGAN,12,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-07857,kasiyahrah661@gmail.com,Kasiyah Rahmawati,TEKNIK INFORMATIKA,23,DISARANKAN,LOLOS
TES-AKD-2026-07866,martakadam931@pln.co.id,Martaka Damanik,MANAJEMEN BISNIS,23,DISARANKAN,LOLOS
TES-AKD-2026-07868,radityakur624@yahoo.com,Raditya Kurniawan,TEKNIK INFORMATIKA,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-07870,catursirai664@yahoo.com,Catur Sirait,SUPPLY CHAIN MANAGEMENT,21,DISARANKAN,LOLOS
TES-AKD-2026-07872,prabowonat568@gmail.com,Prabowo Natsir,TEKNIK LISTRIK,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-07876,mursininsa766@pln.co.id,Mursinin Saptono,KEUANGAN,27,DISARANKAN,LOLOS
TES-AKD-2026-07879,zulaikhasa994@gmail.com,Zulaikha Safitri,KOMUNIKASI,22,DISARANKAN,LOLOS
TES-AKD-2026-07880,nurulandri382@pln.co.id,Nurul Andriani,TEKNIK SIPIL,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-07881,tiaralaksi868@pln.co.id,Tiara Laksita,MANAJEMEN,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-07883,darmajisap393@gmail.com,Darmaji Saputra,AKUNTANSI,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-07890,karmahiday531@outlook.com,Karma Hidayat,SUPPLY CHAIN MANAGEMENT,21,DISARANKAN,LOLOS
TES-AKD-2026-07893,bakijansit998@outlook.com,Bakijan Situmorang,TEKNIK GEOLOGI,25,DISARANKAN,LOLOS
TES-AKD-2026-07898,ganjaransa541@gmail.com,Ganjaran Samosir,TEKNIK BIOENERGI,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-07902,baktiadila747@yahoo.com,Baktiadi Latupono,ADMINISTRASI BISNIS,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-07907,jelitapusp517@gmail.com,Jelita Puspasari,TEKNIK BIOENERGI,21,DISARANKAN,LOLOS
TES-AKD-2026-07909,unjaninovi725@pln.co.id,Unjani Novitasari,HUKUM,8,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-07928,inahandaya814@gmail.com,Ina Handayani,TEKNIK GEODESI,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-07932,elmayuniar601@outlook.com,Elma Yuniar,AKUNTANSI,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-07934,yahyasihom679@pln.co.id,Yahya Sihombing,MANAJEMEN PROYEK,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-07940,wardihiday744@gmail.com,Wardi Hidayanto,TEKNIK GEODESI,24,DISARANKAN,LOLOS
TES-AKD-2026-07945,lalalailas383@yahoo.com,Lala Lailasari,AKUNTANSI,25,DISARANKAN,LOLOS
TES-AKD-2026-07958,kusumamans95@gmail.com,Kusuma Mansur,PUBLIC POLICY,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-07962,usyinasyid972@yahoo.com,Usyi Nasyidah,TEKNIK MESIN,21,DISARANKAN,LOLOS
TES-AKD-2026-07974,bagasgunaw35@gmail.com,Bagas Gunawan,TEKNIK BIOENERGI,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-07979,viktorwaca578@pln.co.id,Viktor Wacana,MANAJEMEN BISNIS,27,DISARANKAN,LOLOS
TES-AKD-2026-07980,rosmanbudi562@yahoo.com,Rosman Budiyanto,TEKNIK ELEKTRO,25,DISARANKAN,LOLOS
TES-AKD-2026-07981,janewastut51@outlook.com,Jane Wastuti,MANAJEMEN,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-07984,jarwisirai279@pln.co.id,Jarwi Sirait,TEKNIK INDUSTRI,26,DISARANKAN,LOLOS
TES-AKD-2026-07985,wulanhalim407@pln.co.id,Wulan Halimah,MANAJEMEN INVESTASI BANK,26,DISARANKAN,LOLOS
TES-AKD-2026-07990,edinugroho361@gmail.com,Edi Nugroho,TEKNIK MESIN,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-07991,zeldanovit20@outlook.com,Zelda Novitasari,MANAJEMEN BISNIS,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08003,kuncarawac570@pln.co.id,Kuncara Wacana,TEKNIK ELEKTRO,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08004,cindypudji455@yahoo.com,Cindy Pudjiastuti,MANAJEMEN PROYEK,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08005,kacunghida792@yahoo.com,Kacung Hidayat,ADMINISTRASI,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08006,ciciriyant571@pln.co.id,Cici Riyanti,TEKNIK ELEKTRO,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08017,candrawask769@outlook.com,Candra Waskita,TEKNIK MESIN,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08020,eriktamba786@pln.co.id,Erik Tamba,KOMUNIKASI,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08022,almirautam41@yahoo.com,Almira Utami,MATEMATIKA,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08034,safinapurn518@gmail.com,Safina Purnawati,TEKNIK BIOENERGI,24,DISARANKAN,LOLOS
TES-AKD-2026-08038,tinapurnaw789@yahoo.com,Tina Purnawati,HUKUM,24,DISARANKAN,LOLOS
TES-AKD-2026-08044,janearyani574@pln.co.id,Jane Aryani,DATA SCIENCE,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08047,almirayuli367@outlook.com,Almira Yuliarti,DIGITAL MARKETING DAN ANALYTICS,24,DISARANKAN,LOLOS
TES-AKD-2026-08051,elisusanti929@yahoo.com,Eli Susanti,TEKNIK MATERIAL,12,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08062,taliarahay445@gmail.com,Talia Rahayu,TEKNIK LINGKUNGAN,22,DISARANKAN,LOLOS
TES-AKD-2026-08069,kawacamega733@gmail.com,Kawaca Megantara,BIG DATA DAN BUSINESS INTELLIGENCE,27,DISARANKAN,LOLOS
TES-AKD-2026-08078,yuliahalim310@outlook.com,Yulia Halimah,MANAJEMEN,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08088,dirjasihom869@yahoo.com,Dirja Sihombing,TEKNIK KIMIA,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08091,vivinurdiy432@pln.co.id,Vivi Nurdiyanti,MANAJEMEN PROYEK,12,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08095,rinilaksmi681@outlook.com,Rini Laksmiwati,ADMINISTRASI BISNIS,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08098,daliminpra781@outlook.com,Dalimin Prasasta,TEKNIK PERTAMBANGAN,25,DISARANKAN,LOLOS
TES-AKD-2026-08103,pusparahay948@pln.co.id,Puspa Rahayu,TEKNIK INFORMATIKA,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08107,titiyoland580@gmail.com,Titi Yolanda,AKUNTANSI,12,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08112,lasmonojai833@pln.co.id,Lasmono Jailani,MANAJEMEN ASET,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08115,diannasyid108@outlook.com,Dian Nasyidah,MANAJEMEN PROYEK,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08117,hestinasyi162@yahoo.com,Hesti Nasyiah,TEKNIK MESIN,10,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08120,almirawast266@gmail.com,Almira Wastuti,MANAJEMEN BISNIS,21,DISARANKAN,LOLOS
TES-AKD-2026-08121,lutfanprad769@yahoo.com,Lutfan Pradana,TEKNIK ELEKTRO,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08123,kandawidod287@gmail.com,Kanda Widodo,TEKNIK KIMIA,23,DISARANKAN,LOLOS
TES-AKD-2026-08138,irmamulyan24@outlook.com,Irma Mulyani,TEKNIK SIPIL,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08142,maidanurai125@yahoo.com,Maida Nuraini,PSIKOLOGI,26,DISARANKAN,LOLOS
TES-AKD-2026-08144,luthfisuwa354@pln.co.id,Luthfi Suwarno,TEKNIK INFORMATIKA,21,DISARANKAN,LOLOS
TES-AKD-2026-08146,rusmanardi490@yahoo.com,Rusman Ardianto,PSIKOLOGI,23,DISARANKAN,LOLOS
TES-AKD-2026-08151,cahyantosi102@outlook.com,Cahyanto Sihotang,MANAJEMEN,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08153,mulyantosi87@gmail.com,Mulyanto Sinaga,HUKUM,22,DISARANKAN,LOLOS
TES-AKD-2026-08155,mahesabudi925@gmail.com,Mahesa Budiyanto,HUKUM,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08161,laswisuryo878@outlook.com,Laswi Suryono,KONVERSI ENERGI,25,DISARANKAN,LOLOS
TES-AKD-2026-08166,nadiamarya834@outlook.com,Nadia Maryati,PUBLIC POLICY,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08173,salsabilaa584@gmail.com,Salsabila Aryani,DATA SCIENCE,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08174,gabriellay219@gmail.com,Gabriella Yolanda,MANAJEMEN INVESTASI BANK,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08176,amaliasuar476@outlook.com,Amalia Suartini,TEKNIK BIOENERGI,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08179,tasdiksiho104@outlook.com,Tasdik Sihombing,TEKNIK ELEKTRO,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08182,ikayuniar387@gmail.com,Ika Yuniar,KONVERSI ENERGI,22,DISARANKAN,LOLOS
TES-AKD-2026-08191,deviwijaya418@outlook.com,Devi Wijayanti,AKUNTANSI,21,DISARANKAN,LOLOS
TES-AKD-2026-08192,narjiwijay735@gmail.com,Narji Wijaya,MANAJEMEN,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08194,silviapusp113@pln.co.id,Silvia Puspita,MANAJEMEN BISNIS,29,DISARANKAN,LOLOS
TES-AKD-2026-08200,gamblangha85@gmail.com,Gamblang Halim,BIG DATA DAN BUSINESS INTELLIGENCE,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08215,rezamustof98@outlook.com,Reza Mustofa,MATEMATIKA,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08216,nasimlatup625@pln.co.id,Nasim Latupono,SUPPLY CHAIN MANAGEMENT,23,DISARANKAN,LOLOS
TES-AKD-2026-08220,lintangmel761@pln.co.id,Lintang Melani,SAFETY ENGINEERING,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08221,gatramansu101@yahoo.com,Gatra Mansur,SUPPLY CHAIN MANAGEMENT,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08222,puputwulan993@pln.co.id,Puput Wulandari,MANAJEMEN PEMASARAN,23,DISARANKAN,LOLOS
TES-AKD-2026-08223,opungmangu297@gmail.com,Opung Mangunsong,HUKUM,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08226,ganjaranna165@gmail.com,Ganjaran Natsir,MANAJEMEN,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08230,harjakusum870@pln.co.id,Harja Kusumo,AKUNTANSI,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08231,zamirawina130@gmail.com,Zamira Winarsih,TEKNIK INFORMATIKA,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08232,clarasudia400@gmail.com,Clara Sudiati,TEKNIK ELEKTRO,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08235,malikapert103@gmail.com,Malika Pertiwi,MANAJEMEN KEUANGAN,25,DISARANKAN,LOLOS
TES-AKD-2026-08239,atmajapras90@outlook.com,Atmaja Prasetyo,MANAJEMEN,26,DISARANKAN,LOLOS
TES-AKD-2026-08244,amongnabab316@gmail.com,Among Nababan,ENERGI BARU TERBARUKAN,26,DISARANKAN,LOLOS
TES-AKD-2026-08245,dinahasana864@pln.co.id,Dina Hasanah,TEKNIK PERTAMBANGAN,23,DISARANKAN,LOLOS
TES-AKD-2026-08246,fitrianiha192@gmail.com,Fitriani Handayani,TEKNIK KIMIA,12,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08247,elvinawina27@yahoo.com,Elvina Winarsih,TEKNIK INDUSTRI,7,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08252,silviasusa36@outlook.com,Silvia Susanti,AKUNTANSI,12,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08261,corneliaku780@pln.co.id,Cornelia Kuswandari,TEKNIK ELEKTRO,22,DISARANKAN,LOLOS
TES-AKD-2026-08273,elmanamaga348@outlook.com,Elma Namaga,SAFETY ENGINEERING,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08281,mayapuspit153@yahoo.com,Maya Puspita,TEKNIK SIPIL,10,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08292,kasiyahpal339@pln.co.id,Kasiyah Palastri,TEKNIK ELEKTRO,22,DISARANKAN,LOLOS
TES-AKD-2026-08293,latifputra929@gmail.com,Latif Putra,MANAJEMEN PROYEK,23,DISARANKAN,LOLOS
TES-AKD-2026-08295,mariadizul280@yahoo.com,Mariadi Zulkarnain,MANAJEMEN PEMASARAN,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08297,milayulian190@outlook.com,Mila Yulianti,TEKNIK LINGKUNGAN,22,DISARANKAN,LOLOS
TES-AKD-2026-08300,elliskusma362@yahoo.com,Ellis Kusmawati,HUKUM,25,DISARANKAN,LOLOS
TES-AKD-2026-08303,sabrinasus453@pln.co.id,Sabrina Susanti,MANAJEMEN,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08308,pariskusma726@gmail.com,Paris Kusmawati,MANAJEMEN,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08316,rahmirahay474@outlook.com,Rahmi Rahayu,AKUNTANSI,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08319,sarahhasan674@yahoo.com,Sarah Hasanah,TEKNIK SIPIL,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08320,mahfudwask158@outlook.com,Mahfud Waskita,BIG DATA DAN BUSINESS INTELLIGENCE,23,DISARANKAN,LOLOS
TES-AKD-2026-08321,luweswasit187@pln.co.id,Luwes Wasita,TEKNIK GEODESI,23,DISARANKAN,LOLOS
TES-AKD-2026-08323,aninasyida969@yahoo.com,Ani Nasyidah,TEKNIK SIPIL,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08324,kamariawij151@pln.co.id,Kamaria Wijayanti,PROGRAM STUDI LAINNYA TEKNIK,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08326,sucinamaga150@yahoo.com,Suci Namaga,TEKNIK GEODESI,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08327,bakionosit656@yahoo.com,Bakiono Sitompul,ADMINISTRASI BISNIS,21,DISARANKAN,LOLOS
TES-AKD-2026-08329,gabriellah123@yahoo.com,Gabriella Hariyah,TEKNIK KIMIA,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08332,indahzulai186@gmail.com,Indah Zulaika,TEKNIK INFORMATIKA,12,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08335,entengmarp237@yahoo.com,Enteng Marpaung,HUKUM,25,DISARANKAN,LOLOS
TES-AKD-2026-08339,sarahhanda52@gmail.com,Sarah Handayani,MANAJEMEN,25,DISARANKAN,LOLOS
TES-AKD-2026-08342,artasimbol314@pln.co.id,Arta Simbolon,MANAJEMEN BISNIS,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08344,zaenabutam545@gmail.com,Zaenab Utami,BIG DATA DAN BUSINESS INTELLIGENCE,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08346,bambangraj188@pln.co.id,Bambang Rajata,TEKNIK ELEKTRO,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08350,anitaastut685@pln.co.id,Anita Astuti,TEKNIK ELEKTRO,21,DISARANKAN,LOLOS
TES-AKD-2026-08357,elisautami227@gmail.com,Elisa Utami,KONVERSI ENERGI,21,DISARANKAN,LOLOS
TES-AKD-2026-08368,lintangrah173@outlook.com,Lintang Rahimah,SAFETY ENGINEERING,23,DISARANKAN,LOLOS
TES-AKD-2026-08370,karmasarag98@gmail.com,Karma Saragih,MANAJEMEN KEUANGAN,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08377,titirahmaw957@gmail.com,Titi Rahmawati,TEKNIK INFORMATIKA,12,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08379,usyinovita819@yahoo.com,Usyi Novitasari,ELEKTRONIKA DAN INSTRUMENTASI,22,DISARANKAN,LOLOS
TES-AKD-2026-08380,ghaliyatik886@outlook.com,Ghaliyati Kusmawati,MANAJEMEN BISNIS,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08382,opheliakus851@outlook.com,Ophelia Kusmawati,MANAJEMEN,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08388,dirjazulka907@outlook.com,Dirja Zulkarnain,TEKNIK ELEKTRO,9,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08390,dalimanwah282@pln.co.id,Daliman Wahyudin,MANAJEMEN ASET,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08393,queenzulai157@outlook.com,Queen Zulaika,MANAJEMEN PROYEK,23,DISARANKAN,LOLOS
TES-AKD-2026-08396,dianwinars982@gmail.com,Dian Winarsih,TEKNIK SIPIL,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08398,omariswahy979@outlook.com,Omar Iswahyudi,TEKNIK GEOLOGI,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08405,keishawast578@yahoo.com,Keisha Wastuti,DATA SCIENCE,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08412,jayahutape294@gmail.com,Jaya Hutapea,BIG DATA DAN BUSINESS INTELLIGENCE,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08415,purwantota954@outlook.com,Purwanto Tamba,ADMINISTRASI BISNIS,25,DISARANKAN,LOLOS
TES-AKD-2026-08420,mulyantouw143@outlook.com,Mulyanto Uwais,DATA SCIENCE,25,DISARANKAN,LOLOS
TES-AKD-2026-08427,imamwijaya150@yahoo.com,Imam Wijaya,MANAJEMEN INVESTASI BANK,21,DISARANKAN,LOLOS
TES-AKD-2026-08435,ridwantham80@pln.co.id,Ridwan Thamrin,MANAJEMEN,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08439,ginaoktavi899@yahoo.com,Gina Oktaviani,MATEMATIKA,26,DISARANKAN,LOLOS
TES-AKD-2026-08441,belindaman253@outlook.com,Belinda Mandasari,TEKNIK KIMIA,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08444,parisnurdi891@pln.co.id,Paris Nurdiyanti,AKUNTANSI,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08445,endahpudji521@yahoo.com,Endah Pudjiastuti,AKUNTANSI,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08447,muhammadha474@outlook.com,Muhammad Haryanto,ENERGI BARU TERBARUKAN,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08452,farhunnisa520@gmail.com,Farhunnisa Usada,ADMINISTRASI BISNIS,23,DISARANKAN,LOLOS
TES-AKD-2026-08455,mamanmanda875@pln.co.id,Maman Mandala,MANAJEMEN BISNIS,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08471,chelseausa982@yahoo.com,Chelsea Usada,MANAJEMEN PROYEK,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08479,lanjarmaul714@yahoo.com,Lanjar Maulana,TEKNIK INDUSTRI,11,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08481,cawisadija980@outlook.com,Cawisadi Januar,TEKNIK ELEKTRO,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08482,olivawahyu399@pln.co.id,Oliva Wahyuni,HUKUM,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08491,murtimarpa495@gmail.com,Murti Marpaung,ADMINISTRASI,21,DISARANKAN,LOLOS
TES-AKD-2026-08492,kandabudim195@gmail.com,Kanda Budiman,SAFETY ENGINEERING,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08494,viviwastut606@gmail.com,Vivi Wastuti,DIGITAL MARKETING DAN ANALYTICS,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08495,perkasanab333@outlook.com,Perkasa Nababan,PUBLIC POLICY,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08501,indahsuart87@gmail.com,Indah Suartini,TEKNIK KIMIA,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08502,usyipertiw28@pln.co.id,Usyi Pertiwi,MANAJEMEN ASET,24,DISARANKAN,LOLOS
TES-AKD-2026-08507,wardayawid637@gmail.com,Wardaya Widodo,PSIKOLOGI,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-08510,artahardia29@yahoo.com,Arta Hardiansyah,TEKNIK INFORMATIKA,26,DISARANKAN,LOLOS
TES-AKD-2026-08511,padmausada156@gmail.com,Padma Usada,TEKNIK MESIN,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08514,lalausamah427@pln.co.id,Lala Usamah,ADMINISTRASI,11,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-08519,rafitamba853@gmail.com,Rafi Tamba,AKUNTANSI,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
